SOL,MG,MH
0.001,0.009,-0.07
-0.004,-0.005,-0.014
0.008,-0.014,-0.068
0.017,-0.041,-0.078
0.03,0.005,-0.001
0.011,-0.006,0.019
0.018,-0.014,0.032
0.033,0.013,0.069
0.014,0.011,0.034
0.039,-0.007,0.065
-0.005,0.017,0.054
0.022,0.017,0.075
0,0,0.009
0.015,0.02,-0.016
-0.004,0.016,0.049
0.022,-0.005,0.029
-0.013,-0.012,-0.02
0.008,0.016,0.103
0.001,0.018,-0.024
0.017,-0.008,-0.031
0.037,-0.02,-0.028
-0.006,0.025,-0.134
0.012,-0.026,-0.081
-0.002,-0.019,0.076
0,0.013,0.022
-0.005,-0.011,0.003
0.011,0,0.013
-0.007,-0.023,0.069
0.001,0.008,0.046
0.008,0.019,0.035
0.012,-0.001,-0.018
0.029,0.007,-0.037
0.027,-0.015,0.028
0.005,-0.006,0.062
0.01,-0.017,0.015
0.013,0.008,0.009
0.053,0.002,-0.147
0.046,-0.004,0.024
0.022,0.003,-0.051
0.003,0.001,0.088
0.04,-0.003,-0.141
0.014,-0.023,-0.101
0.031,-0.044,0.111
0.002,0.009,0.091
0.04,0.021,0.03
0.034,-0.001,0.038
0.029,-0.012,0.016
0.014,-0.024,0.025
-0.014,-0.036,0.004
-0.011,0.014,0.046
-0.022,0.007,0.054
0.045,0.013,0.043
0.049,0.001,-0.113
0.024,0.026,-0.015
0.045,-0.023,0.03
0.009,0.039,0.006
0.008,-0.016,-0.027
0.014,-0.008,0.102
0.02,0.021,0.064
0.021,0.006,0.051
0.043,0.019,0.123
0.007,0.001,-0.273
-0.005,0.009,-0.123
0.009,-0.009,0.033
0,-0.021,0.048
0.044,-0.015,0.042
0.04,0.015,0.002
0.036,-0.014,-0.021
0.036,-0.014,0.026
0.005,-0.043,0.045
0.025,-0.008,0.065
0.02,0.027,0.019
0.029,0.019,0.036
0.015,0.033,-0.024
0.025,-0.01,-0.054
0.016,-0.018,0.103
-0.004,-0.015,0.15
0.067,0.005,-0.199
0.054,-0.02,-0.254
0.059,-0.037,-0.012
0.027,-0.001,0.086
0.002,-0.011,0.041
0.029,-0.013,0.036
0.011,-0.016,0.026
0.021,0.009,0.007
0.004,-0.014,0.007
0.035,-0.009,0.027
0.033,-0.007,0.014
0.066,0.007,-0.01
0.033,0.027,0.028
0.026,-0.018,0.023
0.042,-0.011,0.035
0.022,0.025,0.017
0.027,0.001,0.006
0.008,0.001,-0.048
0.016,0.011,-0.053
0.031,-0.004,-0.001
0.012,-0.03,0.033
-0.014,-0.043,0.091
0.016,0.029,-0.047
0.026,0.012,-0.093
0.02,-0.007,0.011
0.022,0.009,0.046
0.025,-0.025,0.025
0.045,0.007,0.014
0.062,0.006,0.015
-0.01,-0.051,0.001
0.042,0.012,0.014
0.021,0.012,0.018
0.023,0.013,-0.001
0.048,-0.003,-0.052
0.034,-0.012,-0.103
0.033,-0.005,-0.125
0.021,-0.012,-0.044
0.049,-0.008,0.062
0.025,-0.014,0.081
0.08,-0.018,0.023
0.06,-0.034,0.053
0.066,-0.024,0.015
0.038,0.004,0.025
0.025,0.003,-0.004
0.058,0.009,0.048
0.066,-0.005,0.034
0.041,-0.003,0.041
0.025,-0.017,0.021
0.028,-0.003,0.009
0.055,0.005,-0.068
0.053,-0.018,-0.145
0.028,0,-0.203
0.02,0.01,0.002
0.061,0.011,0.014
0.03,0,0.01
0.022,-0.024,0.029
0.064,-0.008,0.009
0.015,-0.029,0.05
0.026,0.009,0.044
0.026,-0.015,0.003
0.011,-0.017,-0.06
0.037,-0.034,0.012
0.021,-0.009,0.096
0.038,0.002,0.092
0.049,0.021,-0.013
0.029,0.004,-0.04
-0.012,-0.02,0.043
0.014,0.004,0.075
0.053,-0.019,0.045
0.041,0.007,0.012
0.025,-0.013,-0.013
0.025,-0.014,0.01
0.013,-0.002,0.015
0.03,-0.035,-0.019
0.028,-0.002,-0.128
0.027,-0.001,-0.286
-0.011,0.012,0.059
0.005,0.028,0.066
0.043,-0.021,0.046
0.012,-0.054,0.043
0.022,-0.002,0.065
0.029,-0.008,0.108
0.019,-0.029,-0.107
0.003,0.008,-0.076
-0.016,-0.021,-0.06
-0.01,-0.007,-0.09
0.042,0.005,-0.015
0.042,0.01,0.052
0.017,-0.032,0.058
0.005,0.02,0.058
0.009,-0.008,0.025
-0.001,0.024,-0.005
0.019,0,0.024
-0.025,-0.02,0.015
-0.007,-0.029,0.014
-0.019,-0.045,0.033
0.01,0.003,-0.032
-0.01,-0.002,-0.075
-0.007,0.001,-0.112
-0.023,0,0.036
0.013,-0.012,0.061
-0.02,0.023,0.076
0.002,0.018,0.032
-0.005,0.005,0.076
-0.002,0.007,0.027
-0.001,0.008,0.027
0.025,-0.016,-0.1
0.018,-0.034,0.003
-0.006,-0.014,0.14
0.011,-0.038,-0.024
-0.006,0.012,-0.074
0.04,0,-0.126
0.047,0.003,-0.084
0.007,-0.014,-0.049
0.016,-0.018,-0.003
0.012,0.023,-0.031
0.026,-0.011,-0.113
0.009,-0.014,0.058
0.023,-0.034,0.198
0.023,-0.018,0.168
0.005,0,0.028
-0.007,-0.005,-0.174
0.01,0.02,-0.022
0.012,-0.007,0.042
0.01,-0.026,0.002
0.004,0.002,0.096
0.015,-0.018,-0.009
0,0.012,0.021
-0.002,0.032,0.125
-0.019,0.003,-0.036
0.012,0.03,0.013
-0.008,0.006,0.026
0.006,0.011,0.08
0.007,-0.031,0.046
0.007,-0.012,-0.043
-0.023,-0.04,0.01
-0.023,-0.055,-0.045
-0.005,-0.019,-0.221
-0.021,-0.013,-0.11
-0.014,0.005,0.038
-0.016,0.009,0.043
0.001,0.005,-0.107
0.022,0.003,-0.008
-0.006,0.02,0.006
-0.004,0.007,-0.115
-0.004,-0.006,-0.041
-0.022,-0.024,0.084
-0.039,-0.034,0.072
-0.023,-0.018,0.063
-0.044,-0.014,0.106
-0.039,-0.018,0.065
-0.018,0.005,0.029
-0.019,-0.036,0.048
0.009,0.015,-0.044
-0.02,-0.012,-0.07
-0.008,0.007,0.038
0.018,0.005,0.13
0.008,0.009,0.003
0.024,0.014,-0.223
0.025,0.02,-0.022
0.025,-0.005,0.128
0.016,-0.028,0.033
0.007,0.004,0.014
0.04,-0.03,-0.081
0.002,0.033,-0.025
-0.007,-0.009,-0.065
-0.022,0.006,-0.122
-0.01,-0.022,0.046
-0.004,-0.003,0.092
0.021,0.008,0.1
-0.002,-0.038,0.077
0.019,-0.024,-0.071
0.01,0.003,-0.071
0.047,0.004,-0.019
0.046,-0.01,-0.05
0.02,-0.037,0.026
0.036,-0.004,-0.053
0.035,0.018,0.015
0.04,-0.038,0.067
0.021,0.031,0.005
0.009,0.061,0.065
0.034,0.025,0.047
0.03,-0.027,0.055
0.017,-0.024,0.13
0.004,-0.051,0.058
-0.006,-0.016,-0.333
0.001,0,-0.495
-0.015,-0.032,0.033
0.021,-0.002,0.384
0.053,0.007,0.719
0.02,0.02,0.153
0.007,0.021,-0.403
-0.002,-0.005,-0.37
0.003,-0.016,-0.297
0.021,0.004,0.03
0.01,-0.024,0.285
0.023,0,-0.028
0.003,-0.02,-0.285
0.006,-0.039,0.036
0.048,-0.005,0.041
0.033,-0.001,-0.111
0.029,-0.025,-0.034
0.021,-0.025,0.206
0.029,-0.011,0.105
0.03,-0.029,-0.086
0.028,0.009,-0.084
0.037,-0.008,0.044
0.022,0.041,-0.071
0.037,0.1,0.11
0.014,0.118,-0.186
0.036,0.036,-0.125
0.029,-0.058,0.069
0.036,-0.076,0.061
0.05,-0.094,0.235
0.044,-0.083,0.1
0.02,-0.018,0.098
-0.006,-0.004,0.173
0.029,-0.011,0.065
0.062,0.038,0
0.025,0.063,-0.147
0.025,0.026,-0.173
0.034,0.004,0.1
0.004,0.013,0.055
-0.011,-0.054,-0.43
0.037,-0.033,0.101
0.007,-0.012,-0.163
0.002,-0.011,-0.329
0.046,0.002,-0.031
0.025,0.043,-0.011
0.022,0.066,0.183
0.03,0.028,0.26
0.045,-0.008,0.363
0.049,-0.024,0.153
0.041,-0.018,-0.138
0.024,-0.007,0.086
0.035,-0.03,0.302
-0.006,0.003,-0.067
0.005,-0.034,-0.326
0.047,-0.002,-0.238
0.013,0.002,-0.093
0.003,0.019,-0.03
0.038,0.026,-0.055
0.041,0.014,-0.133
0.055,-0.01,-0.038
0.039,0.003,-0.077
0.023,-0.015,0.012
0.011,-0.055,0.219
0.028,0.008,0.179
0.017,-0.003,0.053
0.069,0.001,-0.012
0.055,-0.009,0.006
0.039,0.016,-0.094
0.066,-0.029,0.026
0.033,-0.043,0.085
0.039,0.006,0.113
0.014,0.031,0.023
0.023,0.064,0.015
0.014,0.062,0.01
0.01,0.026,-0.088
-0.017,0.047,0.092
0,-0.01,0.013
0.011,-0.076,-0.071
0.014,-0.052,-0.055
0.01,-0.047,0.055
0.044,-0.005,0.243
0.032,0.002,0.07
0.04,-0.018,-0.17
0.025,-0.007,0.182
0.005,0.044,-0.122
0.029,0.059,-0.14
-0.01,0.045,-0.03
-0.019,0.006,-0.081
-0.003,-0.044,-0.087
0.011,-0.004,0.05
0.012,0.009,-0.073
-0.033,-0.029,-0.266
-0.006,-0.044,-0.068
-0.035,-0.037,0.161
0.006,-0.054,0.259
-0.005,-0.035,0.218
-0.017,0.007,0.147
-0.04,0.027,0.138
0.008,0.072,0.077
0.018,0.043,-0.006
0.015,0.019,0.265
-0.016,0.008,-0.263
0.025,-0.005,-0.848
-0.015,-0.038,-0.573
0.01,-0.018,0.004
0.02,-0.045,0.098
0.006,0.004,0.255
0.034,-0.001,0.25
0.008,0.013,0.206
-0.002,0.006,0.208
0.002,-0.031,-0.119
0.003,-0.003,0.052
0.027,0.022,0.069
0.016,0.021,-0.18
-0.013,0.002,-0.212
-0.019,0.027,-0.032
0.004,-0.007,0.125
0.014,0.016,0.091
0.017,0.007,0.013
-0.006,0.012,-0.026
0.017,-0.012,-0.027
-0.003,0.029,-0.034
0.013,-0.003,0.111
0.018,0.016,-0.066
-0.004,0.006,-0.157
0.007,-0.024,-0.06
0.006,-0.01,0.016
0.008,-0.014,0.066
0.027,-0.031,0.027
0.054,0.002,0.11
0.027,0.009,0.178
0.001,-0.006,0.169
0.036,-0.018,0.055
0.022,0.001,0.006
0.025,0,0.039
0.033,-0.032,0.018
0.008,-0.015,-0.288
0.019,-0.004,-0.221
0.027,0.015,-0.003
-0.02,0.018,0.025
-0.023,-0.015,-0.004
0.006,-0.021,0.006
0.009,-0.006,0.087
0.042,-0.006,0.062
0.017,-0.005,-0.145
0.012,-0.017,0.083
0.006,-0.022,0.092
0.012,-0.007,-0.1
0.013,0.011,-0.023
0.026,0.002,0.044
0.006,0.001,0.039
0.011,-0.017,0.033
0.036,0.012,0.003
0.018,0.015,-0.018
0.012,-0.01,0.013
0.004,-0.02,0.069
-0.001,0.015,-0.062
0.009,0.01,-0.054
0.022,-0.025,-0.023
0.015,-0.02,0.023
0.028,-0.013,-0.004
0.053,-0.002,-0.004
0.024,-0.035,0.139
0.016,0.007,-0.063
0.014,0.009,-0.051
0.04,-0.003,-0.069
0.063,0.021,0.009
0.011,-0.006,0.007
-0.008,-0.012,0.032
0.005,0.001,-0.024
0.034,-0.007,0.001
0.042,-0.018,0.001
0.03,-0.027,0.052
0.047,0.009,0.068
0.017,0.02,0.024
0.017,0.004,-0.004
-0.002,-0.026,0.016
0.028,-0.009,0.05
0.025,-0.033,0.028
0.029,-0.016,-0.011
0.04,0.005,-0.004
0.016,0.021,-0.051
0.018,0.004,-0.213
0.063,0.022,-0.152
0.019,-0.027,0.023
0.047,0.02,0.063
0.004,-0.015,0.035
0.02,-0.019,0.028
0.032,-0.012,0.017
0.018,-0.017,-0.021
0.021,0.013,-0.118
0.041,-0.016,-0.027
0.051,0.022,0.045
0.014,-0.01,0.04
0.028,-0.013,0.037
0.013,-0.012,0.008
0.02,-0.015,0.038
0.043,0.017,0.135
0.031,0.001,0.057
0.016,0.005,0.004
0.035,-0.027,0.105
0.011,-0.002,-0.005
0.012,0.004,-0.092
0.016,0.007,-0.022
0.023,0.023,-0.116
0.034,0.005,-0.081
-0.019,0.026,0.101
0.023,-0.008,0.011
0.007,0.026,-0.121
0.022,0.003,-0.069
0.029,-0.025,0.027
0.002,-0.005,-0.052
0.032,0.028,0.011
0.018,0.029,0.057
0.004,0.06,0.024
0.01,0.037,0.017
0.01,0.009,0.043
0.013,0.012,0.067
0.026,0.002,0.045
0.014,-0.017,-0.081
0.03,-0.02,-0.035
0.015,0,0.06
0.021,-0.045,0.07
0.036,-0.019,0.067
0.023,-0.002,-0.036
0.02,-0.001,-0.211
0.039,-0.023,-0.039
0.063,-0.043,0.068
0.014,0.06,0.046
-0.004,0.063,0.016
0.028,0.014,-0.038
0.037,0.007,-0.034
0.033,0.015,0.06
0.047,-0.038,-0.051
0.009,0.008,-0.055
0.027,-0.004,-0.027
0.011,0.022,0.079
0.012,-0.009,0.11
0.014,-0.003,0.082
0.005,0.005,0.068
0.025,0,0.016
0.012,0.007,0.182
0.04,-0.015,-0.09
0.007,0.023,-0.427
0.028,0.02,-0.031
0.017,0.005,0.213
0.042,-0.027,-0.174
0.016,0.004,-0.055
0.017,-0.022,0.097
0.028,-0.006,0.031
0.004,-0.032,0.036
0.024,-0.01,-0.067
0.036,0.026,-0.206
-0.001,-0.009,-0.055
0.016,0.004,-0.136
0.032,0,0.063
0.034,0.021,0.089
0.033,0.016,0.187
0.035,0.001,0.116
0.014,0.017,-0.149
0.024,-0.004,0.043
0.021,-0.011,0.061
0.031,0.01,0.068
0.025,-0.005,0.021
0.014,-0.002,0.024
0.016,-0.009,0.01
0.032,0.016,-0.005
0.006,-0.035,-0.001
0.037,0.027,0.003
0.032,-0.018,-0.013
0.014,0.025,-0.087
0.031,-0.018,-0.05
-0.002,0.027,0.011
0.007,0.017,0.061
0.048,-0.004,0.069
0.039,0.01,0.053
0.024,-0.033,0
0.001,-0.031,0.015
0.018,-0.016,-0.009
0.017,-0.034,-0.014
0.033,0.008,-0.006
0.023,-0.019,0.009
0.039,0.009,0.031
0.02,-0.033,-0.001
0.011,0.002,0.063
0.005,-0.005,0.148
0.022,0.009,0
0.02,-0.003,-0.101
0.019,0,-0.052
0.03,-0.025,-0.05
0.026,0.004,-0.026
0.007,0.003,-0.037
-0.008,0.011,-0.062
0.007,0.019,0.059
0.019,-0.015,0.032
-0.011,0.011,0.149
0.05,0.009,0.002
0,0.029,-0.015
0.026,0.033,0.044
-0.002,-0.021,0.036
0.009,0.032,-0.076
0.027,0.009,-0.01
0.013,0.014,0.027
0.016,0.008,0
0.045,-0.014,-0.011
0.023,-0.012,0.006
0.042,0.012,-0.004
0.037,0.009,-0.002
0.045,-0.032,0.037
0.029,0,0.043
0.032,-0.002,0.042
0.042,0.009,0.02
-0.021,0.004,0.037
0.043,0.001,0.121
0.033,-0.005,-0.146
0.015,-0.011,-0.012
0.016,0.008,-0.199
0.032,-0.017,-0.065
-0.004,0.01,0.196
0.027,0.03,0.011
0.018,0.004,-0.006
0.012,-0.02,0.002
0.003,0.008,0.015
0.05,0.016,0.027
0.019,-0.01,0.026
0.052,-0.03,0.028
0.048,-0.033,0
0.007,0,0.011
0.051,0.02,0.002
0.02,0.003,0.002
0.042,0.019,0.015
0.028,-0.044,0.019
0.019,-0.035,-0.006
-0.036,0.023,-0.002
0.015,0.03,0.015
0.035,0.003,0.015
0.07,-0.03,0.004
0.066,0.005,-0.005
0.029,0.002,0.018
-0.005,-0.015,0.022
0.007,-0.011,0.016
0.033,-0.01,0.001
0.035,0,-0.101
0.015,0.007,-0.097
0.003,-0.001,0.008
-0.024,-0.005,0.025
0.001,-0.001,0.044
0.011,-0.012,0.072
-0.002,-0.012,0.036
0.007,0.029,0.012
0.032,-0.002,-0.043
0.009,0.038,0.005
-0.009,-0.03,0.013
0.014,-0.038,0.02
0.018,0.009,-0.01
-0.046,0.042,-0.008
-0.044,0.022,0
-0.056,-0.009,0.002
0.081,-0.034,0.032
0.025,-0.035,0.024
-0.027,0.107,0.036
0.017,0.039,-0.003
0.02,0.018,0.004
-0.002,-0.023,0.02
0.03,-0.015,-0.009
-0.01,-0.026,0.03
-0.003,0.006,-0.03
0.058,-0.018,0.006
0.02,-0.011,0.022
0.079,-0.062,0.017
0.023,0.025,0.019
-0.008,-0.007,0.01
0.048,0.01,0.001
0.044,0.015,-0.005
0.069,-0.015,0.004
0.084,-0.042,0.011
0.011,-0.06,-0.003
0.029,-0.009,-0.006
-0.012,0.009,0.022
-0.036,0.07,0.004
0.087,0.027,0.021
-0.064,0.07,0.01
0.059,0.018,-0.014
-0.124,-0.009,0.016
-0.031,-0.021,0.003
0.035,-0.017,-0.001
0.046,-0.027,-0.008
-0.018,0,-0.009
0.008,-0.026,-0.053
-0.024,0.036,-0.037
0.018,0.012,0.038
0.051,-0.026,0.026
0.042,0.004,0.005
0.098,0.015,0.011
0.122,0.019,0.023
0.046,0.021,0.028
0.025,-0.017,0.022
0.032,-0.027,-0.016
0.027,0.012,0.009
0.055,-0.031,0.022
0.044,-0.014,0.001
0.032,-0.013,0.002
0.023,-0.016,0.021
0.05,0.017,0.007
0.05,0.009,0.008
0.034,0.009,-0.005
0.064,-0.009,0.011
0.004,-0.007,0.007
0.019,0.024,0.013
0.033,-0.001,0.012
-0.011,-0.029,0.011
0.01,-0.034,-0.002
0.016,0.028,-0.009
0.033,0.021,0.001
0.022,-0.011,0.004
0.027,-0.02,0.008
0.026,0.011,0.024
0.021,0.029,0.009
0.027,0.025,0.001
0.011,0.01,0.015
0.033,0.012,-0.008
0.018,-0.049,0.012
0.022,-0.019,-0.012
0.042,0.022,0.018
0.04,0.006,0.004
-0.001,-0.029,0.004
0.017,-0.043,0.025
0.011,0.021,0.027
0.061,0.031,-0.004
0.002,-0.026,-0.014
-0.048,0.007,-0.005
-0.083,0.023,0.003
-0.009,0.04,-0.008
-0.076,0.027,0.001
-0.04,-0.034,-0.023
0.081,-0.037,-0.007
0.116,-0.003,-0.006
0.219,-0.011,0.021
-0.011,-0.026,0.022
-0.025,0.031,0.009
0.007,0,-0.021
0.019,-0.026,-0.035
-0.059,-0.012,0.016
-0.039,0.017,0.039
0,0.004,0.037
0.061,0.02,0.022
0.039,-0.003,-0.022
0.029,-0.037,0.003
0.033,-0.09,-0.005
0.023,0.007,-0.002
0.075,0.04,-0.009
0.071,0.008,0.001
0.014,0.006,0.009
0.014,-0.006,0.029
0.059,0.006,0.01
0.035,0.017,0.001
-0.014,-0.048,-0.007
-0.054,-0.041,-0.002
0.002,0.014,0.022
0.007,0.048,-0.018
0.026,0.051,0.003
0.022,0.01,-0.094
0.003,-0.033,-0.038
0.027,0.008,0.027
0.072,-0.005,0.046
-0.048,-0.023,0.015
0.021,0.023,0.031
0.092,-0.011,-0.003
0.084,0.007,0.006
0.156,0.015,0.01
-0.019,0.01,-0.025
0.045,-0.058,-0.028
0.023,0.069,-0.006
0.012,0.068,0.027
0.069,-0.033,0.007
0.073,-0.008,0.002
-0.044,-0.039,0.004
0.031,0.005,-0.001
0.033,-0.052,0.002
0.039,0.005,0.008
0.019,-0.014,0.042
0.014,0.015,0.018
0.023,-0.009,0.027
0.012,-0.035,0.011
0.007,0.023,-0.072
0.054,-0.026,-0.12
0.047,0.002,-0.014
0.023,-0.006,0.015
0.047,-0.013,-0.001
-0.002,-0.006,-0.007
0.02,-0.002,0.01
0.017,-0.005,0.078
0.006,-0.039,0.061
0.046,-0.014,0.029
0.045,-0.023,-0.006
0.026,0.008,0.036
0.056,0.02,-0.017
0.069,-0.001,-0.044
-0.104,0.001,-0.003
0.096,0.029,0.002
0.103,0.012,0.007
0.057,-0.002,-0.011
0.05,0.013,0.001
-0.13,0.004,0.009
-0.06,-0.023,0.016
0.05,0.006,0.024
0.049,-0.038,0.024
0.026,0.069,-0.114
0.027,0.052,-0.011
0.028,0.021,0.037
0.051,-0.002,0.008
0.077,0.032,0.002
0.024,-0.143,-0.011
-0.075,0.007,-0.008
-0.05,-0.102,-0.017
0.067,-0.007,0.014
-0.026,-0.016,0.005
0.005,-0.003,0.004
0.072,0.024,0.034
0.016,0.008,0.02
-0.004,0.042,0.016
-0.002,0.009,-0.01
-0.023,0.035,-0.006
0.062,-0.009,0.001
0.084,0.024,-0.01
0.135,0.026,-0.017
0.052,-0.028,0.015
-0.053,-0.055,0.012
0.014,-0.134,-0.003
0.026,0.034,0.015
0.014,0.032,0.01
-0.006,0,-0.01
-0.017,-0.002,-0.004
0.067,-0.019,-0.014
-0.005,-0.016,-0.013
-0.041,-0.021,-0.014
-0.013,-0.025,-0.007
0.037,0.001,0.019
0.064,0.001,0.005
0.022,-0.035,0.032
0.036,-0.002,0.003
0,-0.033,-0.014
0.034,-0.027,0.006
-0.006,0.006,0.007
0.004,0.003,-0.009
-0.017,0.01,-0.007
-0.026,-0.01,-0.003
0.027,-0.054,-0.002
0.006,0.018,-0.015
0.02,-0.014,0.011
0.025,0.016,0.005
0.007,-0.012,-0.007
0.011,-0.025,-0.006
0.014,-0.022,0.009
0.037,0.018,-0.005
0.019,-0.058,0.013
0.038,0.043,-0.013
0.052,0.023,-0.015
0.029,0.002,0.013
-0.006,-0.045,0.013
-0.021,-0.027,0.002
-0.007,-0.032,-0.005
0.083,-0.001,0.008
0.023,0.078,0.022
-0.025,0.011,-0.002
0.077,-0.007,0.008
0.002,-0.102,0.006
-0.015,0.021,-0.018
-0.059,0.047,0.014
0.053,0.026,0.009
0.049,-0.036,0.018
0.063,-0.098,0.01
0.011,-0.04,-0.005
-0.07,0.032,0.003
0.034,0.037,0.005
0.012,0.013,0.021
0.086,0.004,0.018
0.083,-0.008,-0.01
0.015,-0.015,-0.003
0.035,0.004,-0.015
0.018,0.025,-0.015
-0.021,-0.018,-0.019
0.003,-0.005,0.018
0.054,-0.033,0.029
0.054,0.015,0.015
0.034,0.035,0.02
0.028,-0.001,0.039
0.01,-0.058,0.022
0.008,-0.008,0
-0.039,-0.001,-0.002
0.009,-0.018,-0.004
0.014,-0.005,-0.021
-0.012,-0.042,-0.003
-0.018,0.025,0.012
0.011,-0.007,-0.01
-0.009,0.092,0.018
-0.001,0.019,-0.007
0.086,-0.123,-0.014
0.063,-0.064,0.018
-0.022,0.065,0.004
-0.178,0.091,0.012
-0.109,-0.011,-0.018
0.069,-0.01,0.003
0.194,-0.037,0.013
0.3,-0.05,0.009
-0.034,0.024,0.026
-0.163,0.016,0.015
-0.065,-0.035,0.007
0.008,0.081,0.021
0.044,-0.048,-0.02
0.114,-0.022,0.014
0.06,0.003,-0.002
0.138,0.045,-0.002
0.027,0.01,-0.018
-0.048,0.09,0.006
-0.071,-0.027,0.008
-0.032,-0.027,0.003
0.043,-0.069,0.011
0.004,-0.009,0.009
-0.023,-0.022,-0.002
-0.065,-0.002,0.001
-0.046,-0.021,0.007
0.027,-0.052,0.002
-0.034,0.035,-0.013
-0.053,0.08,0.004
-0.037,0.065,0
-0.072,-0.01,0.009
0.096,-0.024,0.03
0.143,0.003,0.009
0.059,-0.053,0.001
0.062,-0.035,0.007
0.038,0.037,0.003
0.041,0.037,-0.023
0.028,-0.019,0.002
-0.021,0.004,-0.009
-0.014,-0.023,0.022
0.064,0.013,-0.002
0.011,-0.021,0.018
-0.011,-0.04,-0.002
0.067,-0.01,-0.01
0.096,0.039,0.01
0.072,-0.01,0.009
-0.043,0.023,-0.011
0.068,0.059,0.02
-0.012,-0.029,0.012
-0.001,-0.05,-0.01
-0.063,0.013,-0.017
0.018,0.034,-0.002
0.04,0.039,0.014
0.039,-0.078,0.011
-0.002,-0.092,0.005
0.031,0.015,-0.003
0.063,0.003,0.006
-0.023,0.013,-0.004
0.007,0.025,0
0.021,0.017,0.006
0.007,0.003,0.008
-0.013,0.034,0.005
0.006,0.063,0.011
0.016,0.02,0.011
0.015,-0.054,0.011
0.018,-0.022,-0.003
0.02,-0.113,-0.009
0.006,-0.046,0.025
-0.039,-0.017,0.012
0.055,0.009,0.001
0.056,-0.001,-0.004
0.037,0.066,0.002
0.007,0.026,0.031
0.043,-0.023,-0.015
0.004,-0.005,0.015
-0.017,-0.018,-0.011
-0.054,0.02,-0.008
0.062,0.018,0.011
0.058,0.02,0.003
0.068,0.008,-0.013
0.126,0.005,0.002
0.078,-0.022,0.011
0.023,-0.042,-0.008
0.012,-0.039,-0.006
-0.054,0.017,0.012
-0.056,-0.017,0.02
0.04,0,0.018
0.139,-0.017,0.004
0.069,-0.018,-0.007
0.047,-0.036,0.01
-0.011,0,-0.006
-0.084,0.025,0.012
-0.063,-0.07,0.024
-0.02,-0.001,0.009
0.013,0.02,0.027
0.047,0.025,-0.016
0.06,0.087,-0.011
0.089,0.022,-0.005
0.1,-0.068,0.022
0.02,0.022,0.005
-0.015,-0.013,0.007
0.004,-0.022,0.02
-0.003,0.032,0
0.053,0.002,0.014
0.032,-0.025,0.007
0.02,-0.017,0.017
0.042,0.022,-0.006
0.061,-0.069,-0.009
0.025,-0.12,0.011
0.098,0.132,0.028
0.105,-0.015,0.016
-0.084,0.013,0.011
-0.185,0.076,0.009
-0.073,0.01,0.036
-0.291,-0.012,-0.001
-0.106,-0.057,0.009
0.138,-0.055,0.006
0.333,-0.089,0.015
0.451,0.049,0.008
-0.042,-0.014,0.002
-0.202,0.015,0.02
-0.095,0.09,0.011
-0.365,0.086,0.015
-0.115,0.014,-0.001
0.263,-0.014,-0.006
0.023,-0.151,0.013
0.146,-0.024,0.029
-0.01,-0.007,0.014
0.128,0.037,0.008
-0.039,-0.032,-0.013
-0.095,-0.004,-0.005
0.015,-0.06,0.01
0.111,0.059,0.004
0.115,0.102,0.017
0.071,0.034,-0.002
0.037,-0.009,0
-0.009,-0.089,0.001
-0.052,-0.068,-0.007
-0.055,-0.085,0.012
-0.097,0.001,0.002
-0.009,0.09,0.015
0.087,0.049,-0.025
0.034,-0.018,-0.005
0.057,0.014,0.001
0.143,-0.059,0.008
0.011,-0.038,0.015
-0.026,0.038,-0.002
-0.038,0.043,0
-0.004,-0.008,-0.016
-0.047,0.005,0.026
-0.083,-0.007,0.025
0.073,0.02,0.002
0.054,-0.035,0.001
0.044,-0.035,0.005
0.029,0.006,0.011
0.089,0.018,0.009
0.045,0.04,0.003
0.009,0.027,-0.007
0.048,0.057,0
-0.104,-0.031,-0.001
-0.002,-0.082,0.019
0.036,-0.151,-0.003
0.109,0.018,0.003
0.099,-0.044,0.004
0.065,0.014,0.005
-0.011,0.048,-0.002
-0.138,-0.004,0.008
-0.105,0.026,0
-0.061,-0.029,0.015
0.112,0.04,0
0.037,0.011,0.021
-0.062,0.027,-0.015
0.057,0,0.01
0.055,-0.012,0.007
0.118,-0.025,-0.006
0.074,0.041,0.013
-0.09,0.039,0.006
0.027,0,0.01
0.047,-0.019,0.009
0.027,-0.051,0.012
0.068,0.047,0.002
0.024,-0.056,-0.003
-0.004,0.034,0.004
-0.04,0.034,0.001
-0.008,0,0.014
-0.016,-0.038,0.024
0.033,-0.046,-0.003
0.041,0.086,-0.006
0.038,-0.026,0.027
-0.04,-0.044,0.006
-0.05,0.037,0.009
0.04,-0.002,0.003
0.104,-0.004,0.006
0.028,-0.007,0.019
0.035,0.043,-0.007
0.082,-0.025,0.01
0.025,-0.041,0
-0.027,0.063,0.021
0.054,-0.009,-0.009
0.14,-0.033,0
0.062,0.002,-0.002
-0.031,-0.011,0
-0.12,0.019,-0.009
-0.092,-0.037,0
-0.034,-0.028,0.004
0.017,0.056,0.004
0.176,-0.054,0.007
0.101,0.07,0.003
0.279,0.04,0.008
0.007,-0.075,0.004
-0.048,0,0.019
-0.149,0.036,0.014
-0.127,-0.145,0.002
0.061,-0.033,-0.014
-0.025,-0.002,-0.015
0.188,0.105,-0.011
0.156,0.132,0.001
