SOL,MG,MH
0.043,-0.006,0.01
0.05,-0.006,-0.007
0.03,0.005,-0.003
0.024,0.038,0.014
0,-0.005,0.014
0.023,0.011,0.018
0.031,0.023,-0.005
0.051,-0.002,0.002
0.038,0,0.015
0.02,-0.011,0.021
0.024,0,0.015
0.019,0.008,0.026
0.045,-0.019,0.009
-0.004,-0.025,-0.021
0.028,0.016,0.006
0.026,0.038,0
0.034,0.018,0.003
0.028,0,-0.009
0.011,-0.024,0.012
0.023,0.002,-0.005
0.056,0.012,0.008
0.007,0.008,0.006
0.018,-0.002,0.027
0.019,0.004,-0.018
0.02,-0.022,0.009
0.006,-0.009,-0.003
0.023,-0.03,0.004
0.014,0.009,0.005
0.003,-0.005,0.02
0.033,-0.016,0.016
0.026,-0.014,0.022
0.011,0.002,-0.002
0.027,0.012,0.002
0.031,0.008,0.01
-0.003,0.009,0.011
0.006,-0.005,0.023
0.008,-0.031,0.006
0.043,0.013,0
0.032,0.003,0.004
0.007,-0.007,0.002
0.019,-0.002,0.011
0.026,-0.003,0.022
0.024,-0.009,0.014
0.023,0.011,0.009
0.009,0.027,-0.006
0.007,0.005,0.01
0.008,0.006,-0.004
0.041,0.045,0.007
0.013,0.033,0.003
0.023,0.034,-0.014
-0.005,-0.014,-0.01
0.005,-0.053,-0.017
0.011,-0.037,0.009
0.007,-0.022,0.013
0.035,0.003,0.031
0.033,-0.003,0.019
-0.019,-0.014,-0.011
0.007,0.018,0
0.02,0.015,0.011
0.034,-0.01,0.022
-0.004,0.007,0.029
0.017,-0.007,0.02
0.036,0.012,0.023
0.018,-0.025,0.004
0.007,0.002,0.018
0.04,-0.018,0.013
0.014,-0.002,0.006
0.007,-0.01,-0.023
0.03,-0.001,-0.009
0.032,0.029,0.005
-0.009,0.002,-0.001
0.047,-0.029,0.005
0.013,0.006,0.017
0.021,-0.011,0.002
0.048,-0.022,0.003
0.007,0.003,0.008
0.007,0.013,-0.009
0.04,0.008,0.012
0.048,0.031,0.017
-0.004,0.014,-0.003
0.029,0,0.015
0.03,-0.022,-0.016
0.023,-0.014,0.017
0.042,0.012,0.008
0.029,0.014,0.008
0.023,0.01,0.027
0.005,0.012,0.018
0.001,-0.02,0.002
-0.01,-0.004,0.022
0.002,-0.024,0.035
-0.003,-0.008,0.017
0.003,0.003,-0.011
0.019,-0.011,-0.01
0.013,0.001,-0.008
0.007,-0.001,0.021
0.023,-0.017,0.022
0.035,-0.011,0.004
0.006,0.019,0.009
0.025,0.007,-0.012
0.041,0,0.015
0.035,0.011,0.008
0.016,0,-0.004
0.035,-0.009,-0.004
-0.002,-0.008,0.01
0.035,-0.035,0.007
0.018,-0.013,-0.002
0.01,0.007,-0.001
0.019,-0.013,0.01
0.018,0.002,-0.004
0.002,0.025,0.007
0.015,0.015,0.008
0.016,-0.021,0.017
0.009,-0.015,0.023
0.017,-0.015,-0.004
0.021,-0.001,0.012
0.005,0.007,-0.005
0.023,0.001,0.005
0.037,-0.006,0.01
0.022,-0.007,0.012
0.016,0.009,0.012
0.012,0.024,-0.005
0.01,0.036,-0.026
0.002,0.001,-0.017
0.007,-0.026,-0.01
0.027,-0.002,-0.003
-0.001,-0.023,-0.027
0.018,-0.024,-0.007
0.021,-0.011,0
-0.018,0.022,-0.003
0.013,0.009,-0.019
-0.004,0.02,0.031
-0.009,-0.011,0.038
0,-0.014,0.013
0.011,0.003,0.003
0.025,-0.024,0.008
0.015,-0.015,0.024
-0.002,0.011,0
0.02,0.012,0.007
0.013,0.021,0.01
0.029,0.012,-0.006
0.03,-0.005,0.013
0.003,-0.031,0.008
-0.008,-0.04,0.013
-0.01,-0.007,0.003
0.037,-0.032,0
0.013,0.021,0.004
0.013,0.009,0.009
0.016,-0.031,0.001
0.005,-0.022,-0.03
0.01,0.005,-0.007
0.022,0,0.002
0.02,0.022,0.043
0.024,-0.016,0.019
0.025,-0.005,0.011
-0.005,-0.018,-0.003
0.008,0.018,-0.001
0.014,0,0.006
0.014,0.018,-0.019
-0.009,-0.003,-0.004
0.024,0.024,0.008
0.033,-0.004,0
0.003,0.014,-0.014
0.009,0.021,-0.018
0.033,0.019,-0.008
0.014,-0.014,-0.005
0.009,0.014,0.011
0.01,-0.002,0.014
0,-0.014,0.007
0.028,-0.002,0.006
0.014,-0.012,-0.012
0.022,-0.013,-0.014
-0.005,-0.007,-0.018
0.002,0.014,0.041
0.014,-0.026,0.062
0.042,-0.003,0.001
0.034,0.003,0.027
0.008,0.002,0.002
0.003,-0.014,-0.029
-0.001,0.012,-0.001
0.013,-0.019,0.011
0.013,-0.013,0.016
0.002,-0.005,-0.022
0.008,-0.033,0.01
0.039,-0.051,-0.003
0.025,-0.002,-0.004
0.025,-0.002,0.007
0,0.004,-0.001
0.04,0.038,-0.019
0.024,-0.018,0.022
0.013,0,0.007
0.035,-0.01,0.064
0.001,-0.023,0.028
0.017,-0.003,-0.002
0.001,0.007,-0.022
-0.011,-0.016,0.004
0.003,0.014,0.004
-0.006,-0.001,-0.008
-0.004,0.005,-0.032
0.012,-0.014,-0.047
0.034,0.002,-0.01
0.015,-0.009,0.023
0.001,-0.029,0.028
0.04,-0.033,0.044
0,-0.03,0.023
0.014,-0.001,0.012
0.031,0.005,0.009
0.014,-0.013,0.002
0.029,0.019,0.004
0.011,-0.009,0
0.008,0.001,-0.005
0.017,-0.023,-0.097
0.019,0.013,-0.033
0.042,0,0.092
0.007,0.027,0.025
0.017,0.009,0.01
-0.004,0.014,0.012
0.016,-0.001,-0.019
-0.009,-0.013,0.007
0.007,-0.01,0.007
0.004,0.026,0.017
-0.017,0.009,0.029
0.039,0.015,-0.015
0.013,0.011,-0.023
0.037,0.002,-0.003
0.042,0.002,0.03
0.024,0.009,0.03
0.026,0.001,-0.005
0.016,-0.007,0.014
0.03,0.001,0.031
0.019,-0.01,0.037
0.014,-0.03,-0.036
0.009,0.014,-0.098
0.007,-0.003,-0.063
-0.016,-0.022,0.016
0.04,-0.019,0.024
0.034,-0.022,0.028
-0.016,-0.01,0.08
0.002,0.002,0.07
0.016,-0.019,0.015
0.009,0.017,-0.004
0.019,-0.02,-0.057
0.003,0.049,-0.03
0.023,0.018,-0.027
0.043,0.002,-0.16
0.029,-0.009,-0.068
0.002,-0.045,0.144
0.011,-0.013,0.082
0.015,0,0.032
0.015,-0.007,0.019
0.032,-0.006,-0.005
0.021,0.022,0.005
0.021,-0.011,0.059
0.013,0.015,0.091
0.004,-0.012,0.014
0.007,-0.013,0.086
0.012,-0.014,-0.018
0.007,-0.026,-0.25
-0.005,-0.004,-0.22
0.023,0.023,0.058
0,0.013,0.064
0.013,-0.026,0.152
0.028,-0.016,0.084
0.022,-0.034,-0.038
0.038,-0.005,-0.095
0.004,-0.011,-0.038
0.004,-0.01,0.029
0.004,-0.024,0.038
0.037,-0.019,0.014
0.014,0.009,-0.002
0.008,-0.009,-0.018
0.016,0.012,0.009
0.008,0.002,0.021
-0.001,0.005,0.022
0.021,0.019,0.003
-0.016,0.017,0.011
0,0.004,0.003
0.011,0.006,0.044
0.017,-0.002,0.032
-0.001,-0.051,-0.003
-0.002,-0.008,-0.011
0.007,0.01,0.022
0.031,-0.027,0.017
-0.007,0.021,-0.014
0.002,-0.018,0.004
-0.004,0.011,-0.011
-0.004,0.004,0.003
0.02,-0.005,-0.005
0.007,-0.031,0.007
0.027,-0.059,0.029
0.035,-0.055,0.006
0.032,-0.013,-0.007
0.036,0.016,0.01
0.011,-0.007,0.004
0.026,-0.003,-0.014
0.012,0.012,-0.012
0.038,0.042,-0.008
-0.002,0.007,-0.009
0.032,-0.009,0.02
0.017,-0.039,0.01
0.014,-0.003,-0.011
-0.007,-0.026,-0.002
-0.002,-0.03,0.01
0.01,-0.024,0.026
0.059,0.008,0.013
-0.001,0.04,-0.017
-0.011,-0.012,0.022
0.026,0.005,0.012
0.043,-0.028,0.012
0.02,-0.033,0.025
-0.017,0.005,0.007
-0.002,0.01,0.005
0.014,-0.04,-0.004
0.005,0.036,0.002
0.034,-0.005,0.009
-0.002,-0.017,-0.005
-0.02,-0.005,-0.027
0.009,-0.022,0.007
0.014,0.008,0.011
-0.013,0.005,0.013
0.011,-0.02,0.005
0.004,-0.014,0.003
0.031,0.022,0.025
0.019,0.016,0.004
0.013,-0.03,0.001
0.021,0.009,0
-0.001,0.019,0
0.003,0.011,-0.014
0.006,-0.021,-0.03
0.037,-0.008,-0.07
0.008,-0.028,-0.025
0.003,-0.002,0.018
0.02,0.024,0.029
0.006,-0.003,0.026
0.012,-0.018,0.019
0.003,0.035,0.032
0.021,0.016,0.022
-0.04,0.004,-0.012
-0.025,0.007,0.025
0.006,-0.007,0.018
-0.014,-0.034,-0.008
0.027,0.006,-0.004
0.011,-0.034,-0.028
0.012,-0.021,-0.031
-0.016,-0.008,0.012
0.001,0.001,0.014
0.031,-0.011,0.059
0.028,-0.018,0.03
-0.003,0.021,0.007
0.018,0.008,0.018
0.022,0.022,-0.007
0.031,0.02,-0.013
0.011,-0.019,-0.023
0.048,0.021,-0.025
0.029,0.009,-0.022
0.017,-0.024,0
0.015,-0.029,0.006
0.008,0.008,0.013
0.016,0.016,0.015
0.034,-0.007,-0.015
0.027,0.005,-0.003
0.022,0.038,-0.004
0.017,0.01,0.011
0.042,0.004,0.011
-0.029,-0.007,0.011
0.022,-0.048,0.014
0.021,0.028,0
0.009,0.041,0
0.019,0.001,0
0.008,-0.002,0.02
0.011,-0.01,-0.007
0.022,-0.042,-0.008
0.033,0.012,-0.002
0.005,-0.04,-0.01
0.032,-0.037,0.001
0.009,-0.01,-0.001
-0.009,0.027,-0.007
0.017,0.025,-0.006
0.059,0.015,-0.007
0.026,0.017,0.013
0.013,0.027,0.01
0.03,-0.029,0.008
-0.005,-0.019,0
0.062,-0.02,-0.003
0.019,0.017,0.005
0.008,0.003,-0.015
0.045,-0.001,0.011
0.025,-0.007,0.005
0.024,-0.009,0.006
0.015,0.004,0.027
0.031,0.027,0.008
0.02,-0.028,0.008
0.011,-0.002,0.008
0.018,-0.017,-0.008
0.029,-0.026,0.007
0.058,-0.032,-0.002
0.063,0.011,-0.011
0.06,-0.014,0.005
0.049,-0.016,0.016
0.014,0.01,-0.007
0.016,0.011,-0.018
0.041,0.039,0.023
0.037,-0.005,0.022
0.021,-0.05,0.014
0.033,-0.002,-0.016
0.024,-0.014,-0.011
0.026,-0.006,0.003
0.016,0.011,0.013
0.048,0.03,-0.009
0.015,-0.003,-0.009
0.027,-0.016,0.026
0.032,-0.013,0.018
0.047,0.012,0.005
0.057,0.01,0.002
0.053,-0.018,0.027
0.027,-0.003,0.013
0.057,0,0.004
0.065,0.006,0.045
0.037,-0.022,0.01
0.035,0.016,0.036
0.032,0,0.024
0.005,0.001,-0.086
0.054,0.001,-0.061
0.041,0.003,0
0.023,-0.024,-0.188
0.022,-0.006,-0.047
0.056,0.016,0.002
0.016,-0.009,0.012
0.027,0.014,-0.023
0.061,0.016,0.017
0.036,-0.011,0.04
0.025,0.006,0.029
0.035,0.007,0.006
0.056,-0.006,0.025
0.049,-0.004,0.093
0.042,-0.003,0.01
0.03,0.008,-0.001
-0.002,0.011,0.06
0.046,-0.011,0.013
0.049,-0.015,-0.053
0.038,-0.025,0.015
0.054,-0.01,0.045
0.014,0.002,0.026
0.031,-0.01,0.037
0.037,0.007,0.067
0.03,-0.031,0.065
0.018,0.013,0.095
0.009,0.019,0.14
0.051,-0.004,-0.434
0.02,0.009,-0.416
-0.005,0.018,0.028
0.021,0.021,0.082
0.031,0.011,0.077
0.02,-0.028,0.131
0.022,0.014,0.139
0.029,0.018,0.049
0.021,0.007,0.005
0.02,-0.006,0.043
0.039,-0.007,0.034
0.031,0.004,-0.059
0.027,-0.028,-0.064
0.041,-0.014,-0.062
0.034,-0.034,-0.032
0.044,0.003,0.022
0.033,0.011,0.044
-0.006,-0.004,0.03
0.048,0.001,0.067
0.013,-0.016,0.003
0.009,0.016,0.007
0.023,-0.019,0.014
0.023,-0.012,-0.004
0.01,-0.009,-0.122
0.031,-0.03,-0.125
0.034,0,0.005
0.039,0.011,0.011
0.054,-0.003,0.047
0.012,-0.007,0.051
-0.005,0.022,0.001
0.007,0.005,0.013
0.004,0.02,0.01
0.017,0.004,-0.006
0.022,0.011,0.039
0.015,-0.01,0.053
0.002,-0.013,0.019
-0.015,-0.015,0.008
0.006,-0.043,0.032
-0.01,-0.007,0.01
0.022,-0.006,0.043
0.015,0.02,0.022
-0.007,0.016,0.063
0.018,0.017,0.009
0.018,-0.012,-0.066
-0.018,-0.055,-0.042
-0.001,-0.02,-0.024
0.024,0.001,-0.093
-0.015,0.019,-0.025
0.005,0.023,-0.069
0.02,0.003,-0.02
0,-0.043,0.026
0.027,-0.021,0.048
0.006,-0.003,0.037
-0.002,0.011,0.046
0.029,-0.003,0.036
0.027,0.038,0.009
0.04,-0.038,0.011
0.044,0.007,-0.012
-0.013,-0.038,0.01
0.006,0.014,-0.015
0.023,0.037,-0.002
0.025,-0.022,0.015
0.016,-0.034,0.02
0,-0.02,0.037
0.004,-0.013,0.03
0.009,-0.005,-0.005
0.034,0.019,-0.025
0.015,0.011,0.002
0.031,-0.027,-0.023
0.028,-0.006,0.005
0.024,0.005,0.019
0.005,-0.021,0.023
0.009,0.006,0.002
0.005,-0.001,-0.011
0.007,0.003,-0.003
0.009,-0.011,0.025
0.007,0.012,0.017
0.02,0.024,-0.002
0.038,-0.015,0
0.007,-0.003,0.018
0.002,-0.025,0.047
0.006,0.011,0.055
0.011,0.008,0.005
0.006,-0.049,-0.003
0.01,-0.006,-0.007
0.021,0.029,-0.037
0.013,-0.023,0.001
0.027,-0.018,-0.052
0.022,0.001,-0.055
0.019,-0.032,-0.043
0.001,0.005,-0.007
0.028,0.011,0.009
0.03,0.012,0.051
0.034,-0.004,0.011
0.059,0.03,0.028
0.058,0.005,0.011
0.053,-0.036,-0.02
0.017,0.025,-0.023
0.04,0.002,0.001
0.038,0.006,0.058
0.013,0.008,0.064
0.046,-0.027,0
0.07,-0.033,0.013
0.044,-0.031,0.025
0.038,-0.028,-0.019
0.06,0.021,-0.013
0.058,0.057,0.011
0.089,0.056,-0.006
0.103,-0.001,0.015
0.043,0.018,0.025
0.058,-0.016,0
0.067,-0.052,-0.072
0.054,-0.047,-0.042
0.069,-0.017,0.021
0.051,-0.039,0.054
0.042,-0.013,0.062
0.049,0.025,0.043
0.068,0.035,0.051
0.043,-0.014,0.068
0.063,0.043,0.06
0.009,-0.01,0.054
0.009,0.012,0.083
0,-0.025,0.016
0.017,-0.026,-0.083
0.03,0.025,-0.07
0.015,0.012,-0.26
0.011,0.019,-0.297
0.02,-0.024,-0.064
-0.005,-0.039,0.018
-0.015,0.029,-0.016
-0.005,0.017,0.044
0.027,-0.019,0.107
-0.011,0.006,0.141
-0.051,-0.013,0.156
-0.008,0.004,0.08
-0.029,-0.023,0.05
-0.03,-0.031,0.049
0.009,0.027,0.041
-0.015,-0.005,0.016
-0.024,0,-0.074
-0.03,-0.017,-0.036
-0.031,0,-0.23
-0.039,0.005,-0.05
-0.003,0.009,0.051
-0.023,0,0.039
0.004,0.04,0.035
-0.053,0.033,0.054
-0.049,0.033,0.065
-0.01,0.008,0.068
-0.023,-0.002,0.091
-0.012,-0.015,0.043
-0.037,-0.028,0.022
-0.025,-0.046,0.133
-0.019,-0.052,0.167
-0.012,-0.007,-0.102
0.014,-0.029,-0.323
0.046,-0.003,-0.15
0.008,0.039,0.007
0.022,0.029,0.08
0,0.032,-0.007
-0.006,0.025,0.056
-0.001,-0.008,0.103
-0.001,-0.019,0.067
0.002,-0.002,-0.05
0.01,-0.008,-0.041
-0.006,-0.028,-0.033
0.022,-0.019,-0.144
-0.024,0.014,-0.081
0.031,0.007,0.044
0.014,0.005,0.042
0.04,0.024,0.041
0.013,0.043,0.067
-0.004,0.025,0.067
-0.004,-0.025,0.038
0.017,-0.013,0.006
0.052,-0.016,0.024
0.042,-0.028,0.019
0.024,0.002,-0.007
0.024,0.013,0.005
0.006,0.055,-0.009
0.029,0.008,0.008
0.031,0.019,-0.034
0.009,-0.024,0.025
0.039,-0.002,0.035
0.022,-0.004,0.034
-0.007,-0.007,0.027
0,-0.026,0.044
0.031,0.005,0.045
0.007,0.036,0.01
0.022,0.061,-0.014
-0.016,0.028,-0.037
0.004,0.008,-0.039
0.007,-0.038,0.022
0.012,-0.034,0.019
0.003,-0.002,0.004
0.024,-0.027,0.01
0.001,-0.001,0.015
0.012,0.022,0
0.042,-0.014,0.013
-0.002,0.016,0.011
0.024,0.02,0.022
0.021,-0.024,-0.013
0.001,-0.012,-0.008
0.037,0.002,0.02
-0.018,-0.025,-0.014
0,0.004,-0.015
0.04,0.004,0.031
0.015,-0.029,-0.013
0.004,-0.039,0.001
0.02,-0.021,0.014
0.023,-0.018,0.019
0.021,0.003,0.033
0.017,0.033,0.004
0.002,0.015,0.003
0.034,-0.015,0.004
0.034,-0.02,0
0.052,0.013,-0.022
0.027,0.02,-0.018
-0.003,0.008,-0.007
0.004,-0.012,0.01
0.054,-0.002,0.004
0.018,-0.024,0.016
0.041,0.016,0.019
0.022,-0.018,0.057
0.028,-0.002,0.001
-0.004,0.039,0.002
0.018,0.012,-0.054
0.027,-0.021,-0.009
0.01,-0.023,-0.016
-0.011,0,0.01
-0.004,-0.011,0.015
0.043,-0.027,0.004
-0.006,-0.011,0.015
0.039,-0.022,0.021
0.006,-0.019,0.044
0.013,-0.007,0.056
0.037,0.035,-0.054
0.043,-0.004,-0.029
0.042,-0.029,0.005
0.068,-0.001,-0.043
0.037,0.002,0.035
0.026,0.005,-0.016
0.013,-0.022,-0.012
0.059,-0.009,0
0.032,0.016,0.022
0.013,0.023,-0.009
0.027,-0.034,0.018
0.027,-0.025,-0.013
0.056,0.016,0.025
0.026,0.036,-0.004
0.035,0.025,0.005
0.028,0.016,-0.017
0.002,0.01,-0.001
0.018,-0.036,0.018
0.037,-0.005,0.032
0.024,-0.001,0.01
0.027,0.029,0.003
0.028,-0.001,0.039
0.059,-0.016,-0.015
0.012,-0.023,-0.017
0.028,-0.009,-0.024
0.026,-0.001,0.018
0.029,0.042,0.015
0.031,0.01,0.006
0.018,-0.001,0.011
0.016,0.018,-0.009
0.023,-0.023,-0.002
0.024,-0.033,0.006
0.039,-0.001,-0.003
0.024,-0.003,0.01
0.015,-0.011,0.031
0.019,0,0.045
0.004,0.01,0.022
0.007,0.041,0.026
0.009,0.036,-0.021
0.039,-0.013,0.004
0.032,-0.002,-0.011
0.029,-0.018,-0.021
0.054,-0.016,-0.113
0.029,-0.014,-0.101
0.012,0.017,-0.005
-0.005,0.013,0.036
0.006,0.001,0.023
0.027,0.001,0.052
-0.001,-0.002,0.042
0.006,-0.042,0.021
0.027,0.015,0.015
0.021,0.03,-0.006
0.013,-0.015,-0.008
0.036,0.01,0.016
0.046,-0.001,0
-0.01,0.012,0.009
0.034,0.003,0.019
-0.002,-0.001,0.009
0.012,-0.024,0.01
-0.009,0.001,-0.004
0.023,0.005,-0.011
0.009,-0.02,0.034
-0.012,0.011,0.01
-0.011,0.003,-0.003
0.011,0.006,-0.012
0.045,-0.014,-0.018
0.003,-0.013,0.012
0.02,0.015,0.009
0.028,0,-0.027
-0.005,0.013,-0.006
0.028,0.009,0.044
0.034,0.007,-0.025
0.016,-0.014,0
0.006,-0.011,0.012
0.011,-0.014,-0.003
-0.012,-0.004,0.006
0.007,-0.025,0
0.011,-0.007,-0.012
0.01,-0.042,-0.007
-0.02,-0.02,0.052
0.017,0.012,-0.009
0.032,0.025,0.017
0.044,0.017,0.002
0.031,-0.019,-0.12
0.019,-0.001,0.018
0.005,0.011,0.053
-0.009,0.02,0.046
0.023,0.014,0.003
0.004,0.009,-0.027
0.005,-0.023,-0.013
0.039,0.005,0.032
-0.011,0.024,-0.068
0.006,-0.015,-0.028
0.013,0.003,0.031
0.017,-0.023,0.016
-0.001,0.008,0.014
0.005,-0.009,-0.02
-0.01,0.001,0.013
0.004,0.025,-0.005
0.003,0.013,0.008
0.047,0.006,0.01
-0.002,0.038,0.016
0.03,0.005,-0.005
0.053,-0.016,-0.011
0.021,0.003,-0.004
0.016,0.012,0.002
0.025,-0.013,0.006
0.032,-0.018,0.003
-0.004,-0.026,-0.001
0.023,-0.018,0.014
0,0.023,0.055
0.004,-0.044,0.005
0.007,-0.018,-0.005
0.041,-0.021,-0.041
0.04,-0.025,-0.005
0.014,0.016,-0.024
0.018,-0.005,0.004
0.012,0.005,0.033
0.018,0.026,0.04
0.039,-0.006,0.005
-0.01,0,-0.006
0.044,-0.007,-0.025
0.037,0.027,0.001
0.022,0.031,-0.004
0.029,-0.007,-0.014
0.018,-0.057,0.01
-0.008,0.018,-0.013
0.015,0.035,0.001
0.037,-0.017,0.005
0.057,0.014,0.015
0.014,-0.02,0.03
0.04,-0.02,-0.008
0.004,-0.053,-0.003
0.024,-0.012,-0.001
0.029,-0.03,0.006
0.041,-0.003,-0.006
0.031,-0.013,0.007
0.034,-0.013,-0.029
0.005,-0.006,-0.025
0.021,0.01,-0.017
0.046,0.006,-0.021
0.018,0.004,0.018
0.03,-0.012,0.024
0.03,0.007,0.007
0.007,-0.021,-0.015
-0.002,-0.029,-0.02
0.023,-0.034,-0.004
0.016,0.015,0.028
0.009,0.02,0.022
0.03,0.014,-0.008
0.031,0.007,-0.012
0.006,0.001,-0.015
0.055,0.001,0.011
0.011,-0.017,0.02
0.026,-0.038,0.002
0.008,-0.006,-0.013
-0.019,-0.012,0.004
0.006,0.024,0.007
0.059,-0.035,0.001
0.014,-0.014,-0.011
0.003,-0.043,-0.005
-0.007,0.035,-0.003
-0.029,-0.02,-0.018
-0.039,-0.003,0.002
0.021,-0.014,-0.023
0.053,-0.036,-0.003
0.013,-0.01,-0.002
0.013,0.009,0.022
0.038,-0.017,0.021
-0.015,-0.03,0.001
0.009,0.008,0.018
0.003,0.003,0.006
0.034,0.008,0.012
0.008,-0.042,0.001
0.046,0.008,0.004
0,-0.014,-0.01
-0.001,0.011,0
0.046,-0.014,0.005
0.007,0.011,-0.006
0.042,-0.031,-0.017
0.008,0.013,-0.028
0.014,0.009,-0.009
0.02,0.011,0.018
0.014,-0.017,0.014
0.016,0.014,0.016
0.013,0.007,-0.017
0.001,0.024,-0.019
0.008,0.01,-0.031
0.029,-0.024,0.031
0.03,-0.077,-0.023
0.019,-0.068,-0.015
0.024,0.049,0
0.014,0.003,-0.006
0.013,-0.017,0.008
0.024,0.026,0.002
0.031,-0.04,-0.023
0.021,-0.044,0.004
0.009,-0.015,-0.018
0.009,0.027,-0.01
-0.013,-0.01,0.028
-0.01,0.002,0.047
0.032,-0.011,0.02
0.041,-0.016,-0.024
0.016,0.004,0.016
-0.005,-0.029,-0.006
0.029,0.008,0.009
0.011,-0.018,-0.008
-0.015,0.005,0.018
0.044,0.023,0.02
0.033,0.017,0.019
0.004,-0.026,-0.007
-0.037,0.01,-0.001
-0.012,0.003,-0.018
0.052,0.043,-0.007
0.069,0.012,-0.006
0.08,0.021,-0.004
0.032,-0.037,0.004
0.025,-0.102,0.004
0.009,-0.016,-0.003
0.013,-0.003,0.006
0.053,0.02,-0.014
0.036,-0.017,0.004
0.016,0.006,-0.01
0.043,0.013,-0.025
-0.007,-0.011,-0.016
0.022,0.002,0.009
-0.054,0.006,-0.003
-0.024,-0.025,0.014
0.023,-0.065,0.029
0.07,0.029,0.005
0.087,0.033,-0.011
-0.005,-0.009,-0.006
-0.053,-0.006,-0.004
0.041,-0.017,-0.004
0.047,-0.072,0.008
0.014,0,0.002
0.002,-0.015,0.014
-0.009,0.017,-0.014
0.006,0,0.002
0.018,-0.012,0.01
-0.017,-0.036,0.016
-0.018,-0.019,-0.006
-0.005,-0.043,0.013
0.004,0.026,0.007
0.021,-0.041,-0.002
0.025,-0.038,-0.018
0.006,0.012,-0.027
0.011,-0.02,-0.029
0.02,-0.027,0.019
0.049,-0.009,-0.009
0.039,0.01,0.011
-0.012,-0.01,-0.013
0.05,0.022,-0.005
0.003,0.013,-0.005
-0.01,-0.017,0.003
0.013,-0.014,0.015
0.006,-0.004,0.013
0.017,-0.027,0.015
0.028,-0.019,0
0.016,0.005,-0.007
0.034,-0.007,-0.014
0.025,-0.002,-0.017
0.029,0.002,-0.013
0.013,-0.031,-0.015
-0.013,-0.059,-0.007
0.006,-0.011,0.025
0.02,0.013,0.024
-0.024,0,0.025
-0.006,0.043,0.027
0.031,0.023,-0.01
-0.043,0.015,0.001
-0.016,0.013,0.002
-0.038,-0.028,0.011
-0.05,-0.117,-0.004
0.016,-0.003,0.001
0.034,0.004,0.015
0.032,0.005,-0.001
0.001,-0.021,-0.004
0.039,-0.002,0.004
0.022,-0.044,0.005
0.003,-0.016,0.022
-0.016,0.024,0.003
0.001,0.005,-0.005
-0.013,-0.029,-0.013
0.024,0.044,-0.007
0.019,-0.014,0.015
0.027,0.01,-0.014
0.029,0.017,-0.003
0.12,-0.12,0.009
0.083,-0.009,-0.007
-0.067,0.077,0.021
-0.04,-0.039,-0.006
-0.089,0.029,0.018
-0.012,-0.004,0.009
-0.001,-0.024,0.006
0.069,-0.042,-0.012
0.06,0.067,-0.003
0.057,0.009,0.014
0.027,-0.03,0.011
0.01,-0.05,-0.035
0.073,-0.028,-0.005
0.025,0.019,0.01
0.059,0.031,0.029
-0.03,0.066,-0.006
-0.062,-0.04,-0.005
0.001,0.017,-0.01
0.035,0.01,0.004
0.017,-0.062,-0.002
0.036,-0.167,0.001
0.044,0.08,0
0.045,0.032,0.019
0.098,0.038,0.004
-0.017,-0.031,0.015
-0.026,-0.019,-0.012
-0.104,-0.066,-0.02
-0.043,0.061,-0.015
0.076,-0.061,-0.014
0.131,0.014,0.013
-0.002,0.037,0.004
0.1,0.099,0.002
0.025,-0.162,-0.038
-0.027,-0.163,-0.009
-0.127,0.135,0.006
-0.025,0.055,0.02
0.023,0.03,0.017
-0.034,-0.066,-0.01
0.046,-0.003,0.018
0.065,0.015,-0.011
0.088,0.054,-0.022
0.135,0.019,-0.006
-0.081,-0.001,-0.004
0.047,-0.093,0.005
0.145,-0.13,-0.003
0.123,-0.039,0.002
-0.023,-0.009,-0.023
-0.057,0.099,0.005
-0.03,0.087,0.026
-0.102,0.002,-0.014
-0.038,-0.03,-0.003
-0.032,-0.051,0.025
0.06,-0.033,-0.007
0.018,0.004,-0.012
0.114,-0.041,0.006
0.157,0.099,0.011
0.07,0.062,-0.011
0.038,0.035,-0.004
-0.147,-0.05,0.006
-0.183,-0.021,-0.012
0.094,0.011,0.002
0.117,-0.031,-0.005
0.098,-0.037,0.007
0.108,-0.036,0.041
-0.113,-0.023,0.001
0.039,0.011,0.002
-0.038,-0.04,-0.018
0,0.069,0.007
0.081,-0.024,-0.003
0.011,0.022,-0.001
-0.027,-0.007,-0.018
-0.006,0.008,-0.007
0.061,0.008,0.011
0.091,-0.022,0.013
0.053,-0.009,0.02
0.012,-0.023,0.001
0,-0.023,-0.006
0.04,0.033,0.025
0.08,0.045,0.02
0.029,-0.042,-0.019
0.04,0.005,0.002
0.061,-0.086,0.003
-0.014,0.016,0.006
-0.034,0.037,-0.007
-0.091,0.022,0
-0.013,0.023,0.02
0.018,-0.005,-0.012
0.06,-0.014,-0.01
0.004,-0.022,-0.002
0.009,0.001,-0.017
0.055,-0.004,0.016
0.001,-0.001,0.019
0.006,0.008,-0.007
0.024,-0.016,0.008
0.011,-0.007,-0.018
0.008,0.007,-0.011
0.028,-0.035,0.005
0.004,0.028,0.035
-0.019,0.016,0.024
-0.001,-0.024,-0.016
0.047,0,-0.014
0.011,-0.029,0.007
0.019,-0.005,-0.004
0.005,-0.001,-0.002
0.026,-0.027,0.013
0.045,-0.018,-0.004
0.027,0.009,-0.013
-0.026,-0.015,0.016
