DIA 0,DIA 5,DIA 15,DIA 20,DIA 30
0.0027,0.062,-0.04,0.0798,0.1335
0.009,0.063,-0.122,0.0966,0.8625
0.0021,-0.006,-0.063,0.3094,1.8645
0.0042,-0.008,-0.147,0.364,2.256
-0.0048,-0.006,-0.272,-0.0574,-2.241
-0.0009,-0.008,-0.203,-0.1106,-1.9035
-0.0021,0.007,0.002,-0.2394,-1.458
-0.0009,0.022,0.156,0.1162,0.3495
-0.0036,-0.01,0.231,0.4928,0.2745
0.0018,-0.031,0.299,0.6468,0.6045
0.0009,-0.007,0.363,0.9828,-1.116
0.0039,-0.004,0.288,1.2866,-0.519
0.0024,0.028,0.193,1.1018,1.0155
-0.006,0.015,-0.078,0.0854,1.512
-0.0021,0.027,-0.283,-0.4578,-0.4605
-0.0096,0.04,-0.16,-0.924,-0.9555
0.0024,0.02,-0.054,-0.987,-0.267
0.0003,-0.018,-0.088,-1.3832,0.2955
-0.0027,-0.002,-0.286,-0.938,0.5595
-0.0024,0.008,-0.388,0.042,0.8085
0.0048,0,-0.36,-0.0294,0.333
0.0015,-0.014,-0.35,-1.764,-0.4905
0.0066,-0.004,-0.266,-0.952,-1.014
-0.0012,-0.014,-0.041,0.3206,-0.9765
-0.0042,-0.008,0.064,0.5292,-0.951
-0.0036,0.024,0.135,1.0976,-0.693
-0.0039,0.037,0.128,1.1382,-0.2535
0.0033,0.029,0.151,0.2352,0.786
-0.0045,0.019,0.11,-0.7042,2.6805
-0.0132,0.017,0.089,-0.2646,1.398
-0.0018,0.053,0.128,0.3318,-1.1925
0.0033,0.068,0.118,0.6804,-1.2825
0.0057,0.029,0.121,1.0486,0.303
0.0048,0.016,0.024,0.1582,0.8835
0.0027,-0.011,-0.01,-0.2058,0.924
0.0054,-0.029,0.057,-0.0042,0.6945
0.0039,-0.072,0.096,-0.0154,0.942
-0.0027,-0.072,0.129,-0.0588,0.33
-0.0033,-0.038,0.168,0.119,-0.444
0.0018,0.014,0.155,0.5768,-1.6035
-0.0084,0.02,0.19,0.8372,-1.1145
-0.0105,0.047,0.23,0.574,-0.4995
-0.0177,0.02,0.22,0.3962,0.171
-0.0129,0.016,0.006,0.8008,0.3525
-0.0081,-0.018,-0.099,0.7994,0.5895
0.0006,-0.017,0.063,0.0728,0.7635
0.0096,0.04,-0.04,-1.3678,0
0.0117,0.081,-0.03,-1.176,-0.8145
0.0051,0.024,-0.08,-1.2026,-1.0515
0.0081,-0.021,-0.096,-1.4308,-0.5055
-0.0009,0.01,-0.143,-0.9212,0.6855
-0.0009,0.061,-0.095,-0.2198,1.188
-0.015,0.008,-0.019,0.5446,0.5265
-0.0069,0.018,0.034,0.7112,-0.3345
0.0018,0.049,0.106,0.2632,-0.747
0.0081,0.033,0.217,-0.2478,-0.645
0.0066,-0.005,0.262,-0.1106,-2.0145
-0.0144,-0.005,0.256,-0.2436,-1.386
-0.0168,0.005,0.239,0.5558,-0.0525
-0.0027,-0.013,0.235,0.4704,0.9375
0.0003,-0.005,0.085,0.364,0.918
0.0015,-0.002,-0.041,0.4956,0.087
0.0003,-0.001,-0.139,1.1914,0.21
-0.0036,-0.008,-0.271,1.1634,0.9225
-0.0132,0.014,-0.461,0.6888,1.872
-0.0114,0.009,-0.384,-0.4984,0.5355
-0.0009,0.031,-0.155,-1.8774,0.7875
0.0039,0.036,0.068,-1.8424,0.399
0.0021,0.002,0.195,-1.414,-0.4305
0.0066,-0.026,0.281,-0.6972,-0.327
0.0009,-0.005,0.301,-0.0168,-0.6645
-0.0015,0.027,0.242,0.5614,-1.1115
0.0048,0,0.187,0.7882,-0.2955
-0.0057,-0.015,0.087,0.7728,1.194
-0.0108,-0.054,0.048,0.8764,0.393
-0.0054,0.026,-0.191,1.5596,-2.004
0,0.048,-0.356,1.4644,-2.6535
-0.0015,0.057,-0.418,0.5362,-0.8565
-0.0012,-0.008,-0.459,-2.8462,0.5685
-0.0027,-0.02,-0.639,-2.5788,1.65
-0.0087,-0.016,-0.61,-1.1578,2.7555
-0.0072,0.008,-0.302,-0.287,1.296
0.0066,0.028,0.012,0.469,-0.6855
0.0132,0.026,0.23,0.2688,-1.701
0.012,0.017,0.304,-0.3108,-0.7995
-0.0051,0.017,0.238,0.0476,0.918
-0.0162,0.033,0.194,0.3192,-0.1185
-0.0051,0.025,0.121,0.0532,0.6255
-0.0024,-0.002,0.027,-0.1176,0.924
-0.0048,-0.021,0.104,0.224,1.116
-0.0099,-0.002,0.076,0.385,0.6
-0.0135,0.012,0.187,0.0784,-0.348
-0.0081,-0.029,0.157,0.6062,-1.0545
0.0018,-0.005,0.138,0.9464,0.0375
-0.0108,-0.002,0.099,0.8596,0.4965
0.0006,0.009,0.147,0.658,0.417
-0.0009,0.012,0.063,-0.0784,-0.567
0.0063,0.034,0.009,-0.1484,-1.344
0.0042,0.037,-0.014,-0.161,-0.9735
-0.0054,0.022,0.015,-0.3696,-0.255
0.0009,-0.012,0.068,-0.1176,0.885
0.0003,0.015,-0.052,0.1162,-0.1605
0.0015,0.017,0.117,0.42,-0.138
-0.0039,0.03,0.22,0.399,0.1785
-0.0081,0.033,0.124,0.3934,0.6405
-0.0021,0.008,0.11,0.028,1.062
-0.0006,0.001,0.148,-0.3234,-0.4995
-0.0033,-0.011,0.094,-0.2562,-1.758
0.0033,0.01,0.063,-0.4858,-0.8835
0.0039,-0.008,0.025,-0.4886,-0.1725
0.003,-0.002,-0.058,0.2506,0.2055
0.0024,-0.009,-0.025,0.014,-0.951
0.0003,0.047,-0.095,0.0854,0.3405
-0.0066,0.033,0.007,0.3682,0.933
-0.0105,0.024,0.087,0.9954,-0.5415
-0.0141,0.025,-0.018,1.0276,-0.585
-0.0132,0.018,0.037,0.889,0.1425
-0.0063,-0.02,0.076,1.0864,-0.741
-0.0033,-0.016,0.029,1.442,-0.5805
-0.0009,0.021,-0.029,-2.0706,-0.5625
0.0051,-0.006,-0.14,-1.5526,0.1995
0.0045,-0.028,-0.125,-1.946,1.6545
0,-0.009,-0.112,-1.9852,3.471
-0.0036,0.029,-0.131,-0.7294,1.6425
-0.0168,0.041,-0.181,0.1428,-0.588
-0.0123,0.039,-0.181,-0.0728,-1.455
-0.0021,0.019,-0.163,-0.3696,0.522
0.0036,-0.016,-0.012,-0.5474,2.022
0.0036,0.012,0.013,-0.1988,0.894
0.009,0.018,0.026,-0.4606,-0.303
0.0072,-0.017,0.056,-0.4074,-2.655
0.006,-0.036,0.142,0.2828,-1.6155
0.0099,-0.022,0.059,0.5754,0.0105
0.0045,0.023,0.015,0.6062,1.0185
-0.0114,-0.015,0.039,0.9758,1.05
-0.0207,-0.038,0.036,1.2236,0.06
-0.03,-0.022,0.037,0.0924,-1.5735
-0.0081,0.004,0.057,-0.469,-1.5105
0.0009,0.05,0.081,-0.301,0.7485
0.0027,0.035,0.132,0.5642,1.0905
0.0021,0.021,0.124,0.5782,0.5715
0.0006,0.043,0.095,0.686,0.378
-0.0012,-0.003,0.194,-0.14,-1.0395
0.0012,-0.003,0.224,0.0154,-0.732
-0.0003,-0.037,0.216,-0.1302,0.21
0.0003,-0.025,0.205,-0.3192,0.174
-0.0006,0.021,0.244,-0.1764,-0.3255
-0.0012,0.045,0.132,-0.203,-0.9615
-0.0078,0.055,0.092,0.3164,-0.0555
-0.003,0.042,0.014,0.3178,1.4715
-0.0021,0.016,-0.023,0.5418,0.912
-0.0027,-0.002,-0.042,0.2142,-0.8745
-0.0009,-0.003,-0.194,-0.4956,-0.9615
0.0021,0.032,-0.289,-0.5656,-0.486
0.0009,0.037,-0.277,-0.3136,-1.3035
-0.0009,0.01,-0.192,-0.1078,-1.293
-0.003,0.004,-0.181,-0.357,2.0805
-0.0009,-0.005,-0.252,-0.3416,2.1
-0.0054,0.027,-0.273,0.2618,1.0125
0.0057,0.039,-0.243,0.3178,0.4005
0.0063,0.051,-0.116,0.6314,-1.149
0.0027,-0.019,-0.099,0.8974,-0.4065
0.0003,-0.05,-0.038,1.6674,0.105
-0.0027,-0.021,-0.024,1.3132,-0.5085
-0.0123,0.005,-0.102,-1.7682,-0.603
-0.0135,-0.008,-0.043,-0.8022,-0.492
-0.0117,-0.006,0.014,0.161,0.9195
-0.0126,0,0.144,0.168,3.33
-0.0042,0.011,0.193,0.14,1.6515
-0.0021,0.004,0.194,0.1554,-0.474
-0.0018,0.032,0.219,-0.7532,-1.0065
0.0036,0.021,0.133,-1.743,-1.4415
0.0048,-0.002,0.081,-0.4522,-1.749
0.0015,0.021,0.073,0.3444,0.813
0.0006,0.013,0.039,0.8288,1.722
0.006,0.035,-0.145,0.4578,0.2745
-0.0021,0.04,-0.048,-0.0854,-0.837
-0.012,-0.036,-0.022,0.7224,-0.6315
-0.012,-0.064,0.022,0.7896,-0.3405
-0.0123,0.005,0.012,0.0378,0.627
0.0003,0.037,0.099,-0.9296,0.7425
0.0027,0.013,0.164,-0.21,0.7845
-0.0006,0.001,0.106,0.4452,0.9345
-0.0033,0.005,0.202,0.5922,0.0315
-0.0051,0.013,0.122,0.3892,-1.7835
-0.0003,0.021,0.124,-0.1596,-1.098
-0.0039,0.042,0.09,-0.8064,-0.351
0,0.014,0.07,-1.029,-0.846
0.0042,0.022,-0.042,-1.1452,-1.206
-0.0003,0.026,-0.097,-1.3538,0.249
-0.0108,0.034,-0.087,-0.9072,-0.2595
-0.0114,-0.001,-0.219,-0.056,0.123
-0.006,-0.025,-0.351,0.2674,0.201
0.0018,-0.05,-0.257,0.4914,-0.5775
0.0108,-0.024,-0.056,0.6902,-0.5805
0.0012,0.038,0.012,0.7602,-0.2955
-0.0009,0.018,0.06,0.721,-0.4905
-0.0078,0.029,0.107,0.9982,1.4265
-0.0063,-0.002,0.151,1.1592,2.214
-0.0054,0.014,0.139,0.6216,0.9405
-0.0009,0.005,0.116,-0.3864,-0.402
-0.0021,0.018,0.119,-0.2366,-0.6555
-0.0048,0.002,0.181,0.2436,-1.5675
-0.0006,0.022,0.069,1.127,-0.696
0.0003,0.058,-0.014,0.8568,-0.5085
-0.0018,0.038,-0.012,-2.4248,0.921
-0.0054,0.018,-0.005,-2.2792,1.5
-0.0072,-0.005,-0.018,-1.0528,1.0155
-0.0102,-0.035,0.044,-0.2156,-0.2895
-0.003,-0.04,0.074,0.203,0.1995
-0.0021,-0.002,0.034,0.7896,1.347
0.0051,0.039,-0.034,0.7686,0.918
0.0057,0.059,-0.066,0.2044,0.468
0.0033,0.047,-0.211,-0.6846,-0.3345
0.0051,0.032,-0.154,-0.4578,-1.308
-0.0012,-0.024,-0.088,-0.0812,0.0915
-0.0063,-0.013,-0.106,-0.2296,-0.0585
-0.0189,0.007,-0.033,-0.1428,-0.411
-0.0204,-0.005,0.141,-0.161,-1.308
-0.0057,0.043,0.311,0.3332,-0.6285
-0.0027,0.097,0.356,1.4112,-0.378
-0.0033,0.094,0.453,0.854,-0.141
-0.0021,0.051,0.43,0.7378,0.45
-0.0024,-0.007,0.359,0.3024,0.4695
-0.0057,-0.052,0.203,-0.1176,-0.8475
-0.0039,-0.058,-0.104,0.1862,0.1245
-0.0042,-0.092,-0.423,0.6118,1.764
-0.0042,-0.062,-0.5,0.1022,1.821
-0.0021,-0.025,-0.536,-1.2586,0.15
-0.0063,0.013,-0.416,-0.6468,-0.561
-0.0024,0.038,-0.337,0.0504,-0.9585
0.0012,0.045,-0.259,0.6314,-0.3225
-0.0066,0.008,-0.184,0.7028,0.7755
-0.0015,0.009,-0.038,0.4942,0.3435
-0.003,0.016,-0.009,0.2464,-0.2865
-0.0129,0.057,0.129,0.0294,0.456
-0.0066,0.02,0.104,-0.1554,-0.099
-0.0018,0.021,0.143,-0.4214,0.27
0.0021,-0.01,0.179,-0.973,-0.111
0.0021,-0.016,0.109,-0.973,-0.861
0.0042,0.019,0.012,-0.357,-0.12
0.0048,0.017,0.131,0.5978,-1.056
0.0018,0.023,0.288,0.8484,-0.0345
-0.0039,0.017,0.364,0.5992,1.8855
-0.0087,0.045,0.28,-0.0504,-0.4935
-0.009,-0.011,0.279,-0.252,0.417
-0.0048,-0.012,0.181,-0.5096,0.0705
-0.0054,0.012,0.061,-0.6636,-1.59
0.0006,0.032,0.013,-0.9744,-1.3635
-0.0003,0.027,-0.093,-0.7028,0.009
-0.0033,-0.012,-0.114,-0.3346,2.1825
-0.006,-0.013,-0.15,0.273,0.8715
-0.0039,0.022,-0.098,0.1316,0.807
-0.0018,0.015,-0.132,0.4984,-0.177
-0.0021,0.038,-0.237,0.2646,-0.7635
-0.0042,0.031,-0.217,0.9758,-0.396
-0.0078,0.027,-0.188,0.8596,0.3105
-0.006,-0.002,-0.199,0.5334,-0.4755
0.0048,0.012,-0.14,-0.5936,-0.7335
-0.003,0.005,0.045,0.6874,0.5355
-0.0006,-0.007,0.116,0.6496,0.8475
-0.0072,0.01,0.17,0.364,0.363
-0.0066,-0.001,0.147,-0.0182,-0.2295
0.0054,-0.01,0.109,-0.049,-0.2235
0.0018,0.01,0.022,-0.2856,0.2325
-0.0021,0.043,-0.058,-0.7098,-1.4865
-0.0087,0.026,-0.07,-0.9352,-0.3915
-0.0048,-0.018,-0.13,-0.8512,0.2205
-0.0015,-0.008,-0.206,-0.8288,0.921
-0.0018,-0.046,-0.19,-0.2324,0.165
-0.0012,-0.022,-0.086,1.1018,-0.606
0.0012,0.013,0.065,1.715,-0.4785
0.0027,0.003,0.062,-0.189,-1.002
-0.0021,0.048,0.049,-1.1984,0.243
-0.0036,0.068,0.095,-0.896,-0.2505
-0.0063,0.054,0.115,-0.2884,0.2505
0,0.035,0.2,0.3906,0.288
-0.0009,0.044,0.262,0.84,0.5415
-0.0069,0.028,0.198,0.6734,0.7005
-0.0066,-0.009,0.194,0.1036,-0.339
-0.0015,-0.016,0.173,0.7322,0.612
-0.0012,-0.005,0.116,0.0798,1.887
-0.0042,-0.013,0.073,-0.2226,-0.705
-0.0057,0.013,0.053,-0.3346,-1.725
-0.0033,0.006,0.083,0.0616,-2.7
-0.0021,0.012,0.205,0.1134,-0.99
-0.0045,-0.009,0.21,-0.0322,1.4325
-0.0042,0.028,0.197,-0.1666,0.732
0.0015,0.04,0.091,-0.322,1.5465
0.0006,0.028,0.057,0.1848,1.3905
0.0003,0.011,0.017,0.4004,2.184
-0.0045,0.028,-0.009,0.4802,0.354
-0.0051,0.004,-0.043,0.6258,-0.9705
-0.0108,-0.006,-0.109,0.8582,-0.96
-0.009,0.002,-0.139,0.7966,-0.192
-0.0027,0.022,-0.181,0.4802,0.1005
-0.0024,0.004,-0.123,-0.3514,0.5745
-0.0048,0.01,-0.099,-0.7994,1.1565
-0.0033,-0.001,-0.114,-0.4886,0.21
0,-0.013,-0.096,-0.777,-0.7815
-0.0012,0.01,-0.128,-0.6566,-1.1685
-0.003,0.036,-0.056,-0.5866,-0.2895
0.0012,0.028,0.108,-0.4088,-0.111
-0.0033,0.023,0.168,-0.5264,-1.0995
-0.0081,0.025,0.162,-0.4536,-0.5295
-0.0093,-0.003,0.164,-0.0056,-0.273
-0.006,0.023,0.247,0.8386,-0.951
-0.0012,0.007,-0.012,2.0076,0.243
0.0024,-0.017,-0.262,1.526,0.696
-0.0039,-0.012,-0.392,-0.5446,-0.477
0.0009,0.007,-0.201,-1.1872,0.09
0.0021,0.035,-0.015,-1.0514,0.606
0.0009,0.041,0.139,-0.9534,0.7785
0.0018,0.025,0.184,-0.553,1.2255
0.0021,0.023,0.143,-0.4242,-0.258
0.0006,0.009,0.066,0.5208,-1.248
-0.0057,0.006,-0.152,0.3878,-0.393
-0.0045,0.014,-0.358,0.35,0.7215
-0.0081,0.015,-0.409,0.581,2.1
-0.0006,0.026,-0.205,0.3724,1.044
-0.0027,0.031,-0.005,-0.434,-0.6675
-0.0006,0.013,0.041,-1.4658,-0.549
-0.0069,0.015,0.135,0.1008,-2.3625
-0.006,0.021,0.145,0.5824,-0.39
0.0003,0.037,0.214,0.861,-0.423
-0.0024,0.006,0.255,1.141,-0.4125
0.0018,-0.01,0.122,0.9142,-1.9815
-0.0039,0.004,0.124,-0.0126,-2.3175
-0.0039,0.022,0.225,-0.6566,0.2715
-0.0069,0.005,0.224,-0.6216,4.062
-0.0063,-0.011,0.118,-0.5474,4.548
-0.0033,0.004,0.069,-0.4396,2.7705
-0.0018,0.018,0.094,-0.0854,-0.141
-0.0045,0.03,0.03,0.5726,-0.8565
-0.0027,-0.006,-0.166,0.7154,-1.47
-0.0009,-0.008,-0.262,0.0798,-1.263
-0.0015,0.031,-0.249,0.3458,0.2955
-0.0006,0.025,-0.265,0.21,-1.122
0.0003,0.006,-0.066,0.0294,-1.4295
-0.0012,0.008,0,0.1568,-0.816
-0.0015,-0.017,0.132,-0.0672,-0.0855
0,-0.011,0.052,-0.0532,2.0145
0.0033,0.022,0.086,0.0308,2.628
0.0009,0.028,0.169,0.161,1.443
-0.0012,0.015,0.139,0.602,-0.3435
-0.0066,0.027,0.2,-0.8162,-0.771
-0.0111,0.03,0.261,-0.4704,-1.6095
-0.0123,0.011,0.229,-0.8204,-0.888
-0.0075,0.01,0.2,-0.2632,-0.6765
0.0033,0.017,0.113,0.084,-0.834
0.0003,0.04,0.05,-0.0406,-1.338
0.0051,0.025,-0.08,0.336,-0.9
-0.0036,-0.011,-0.226,0.6468,-0.3705
-0.0057,-0.006,-0.28,0.8638,0.3825
-0.0015,0.004,-0.331,-0.014,1.791
-0.0057,0.008,-0.272,0.238,2.0265
-0.0111,0.022,-0.188,0.798,0.084
-0.0093,0.061,-0.123,0.4228,0.0075
-0.0048,0.033,-0.218,-1.393,-0.0525
-0.0021,-0.011,-0.057,-0.6818,-1.044
0.0027,-0.035,0.036,-0.3444,0.027
0.0015,-0.003,0.055,-0.896,0.894
0.0042,-0.007,0.082,-0.3738,1.2285
-0.0009,0.02,0.15,-0.0084,-0.2955
0.0012,0.054,0.043,0.2562,-0.591
-0.0021,0.016,0.007,-0.0098,-0.822
-0.0054,0.016,0.019,-0.5796,-0.675
-0.0072,-0.014,0.099,0.035,-1.152
-0.0012,-0.014,0.055,0.8078,-1.311
-0.0036,-0.038,0.121,1.5834,-0.591
-0.0003,0.002,0.116,1.421,1.002
-0.0033,0.022,0.014,-1.8074,3.0165
-0.0063,0.029,0.018,-1.743,3.6465
-0.0111,0.033,0.083,-0.6538,3.1755
0.0081,-0.002,0.108,0.175,0.6045
0.0108,0.008,0.167,0.5586,-1.236
0.0066,-0.002,0.13,0.602,-2.4795
0.0081,0.01,0.098,0.9562,-3.2205
-0.0012,0.023,0.072,0.8218,-1.065
-0.0078,0.026,0.188,0.4886,-0.3615
-0.0168,0.034,0.21,0.7266,0.3885
-0.0165,0.012,0.114,0.0882,0.5745
-0.0102,-0.007,0.214,-0.3486,-0.7515
0.0015,-0.006,0.079,-0.5236,0.357
-0.0027,0.001,-0.044,-0.203,0.912
-0.0159,0.002,-0.233,-0.5306,0.753
-0.0195,0.001,-0.391,-0.9212,1.29
-0.0036,0.014,-0.378,-0.7518,0.1665
-0.0024,0.022,-0.293,-0.6398,-0.7185
-0.0066,0.036,-0.228,-0.4256,-0.036
-0.0084,0.01,-0.161,-0.1974,-0.3885
-0.0021,0.023,-0.146,-0.3192,-0.4905
0.0015,0.022,0.027,0.6258,-0.042
0.0009,0.024,0.115,0.2268,-0.2235
0.006,0.034,0.179,0.0896,-0.432
-0.0021,0.038,0.199,0.2702,0.36
0.0039,0.01,0.264,0.4354,-0.489
0.0036,-0.031,0.219,0.7812,0.279
0.0015,-0.016,0.138,0.4858,1.6215
0.0042,0.007,0.046,0.5558,0.906
-0.0033,-0.016,0,0.8596,-0.765
0,-0.007,0.035,-0.1022,-2.355
-0.0042,-0.004,0.069,-0.5642,-0.318
-0.0033,0.016,0.126,-0.0504,0.1035
-0.0093,0.025,0.111,0.084,-1.512
-0.0075,0.026,0.047,0.847,1.0725
-0.0003,0.018,0.017,1.0766,2.1135
0.0012,0.03,0.021,0,0.6825
-0.0024,0.052,-0.011,-0.7028,-0.2625
0.0027,0.023,-0.009,-0.8064,0.1005
-0.0024,0.017,-0.031,-0.4186,-0.6
-0.0078,-0.013,-0.035,-0.6258,-2.316
-0.0108,0.006,-0.03,-0.4116,-1.0995
-0.0063,-0.02,0.121,-0.0742,-0.8115
-0.0036,-0.003,0.147,-0.5166,0.3585
-0.0012,-0.012,0.199,-0.4354,2.142
-0.0078,0.017,0.275,0.2422,2.082
0.0024,-0.004,0.193,0.749,0.195
0.0027,0.014,0.045,1.134,1.026
0.003,0.03,-0.016,1.7962,0.6675
-0.0012,0.029,-0.215,1.631,0.858
-0.0039,0.036,-0.406,-0.1624,0.636
-0.0111,0.023,-0.129,0.1246,-1.5525
-0.0126,0.005,0.078,1.0346,-1.323
-0.0021,0.014,-0.036,0.5418,-0.6285
-0.0021,0.008,-0.053,-2.9904,-0.216
-0.0048,0.012,0.017,-3.0786,0.45
-0.0009,0.005,-0.024,-1.2838,0.294
0.0027,0.023,-0.103,-0.9926,-1.497
-0.0054,0.012,-0.174,-0.9842,-1.701
-0.0036,-0.015,-0.18,-0.3878,-0.015
-0.0027,-0.005,-0.1,0.0924,-0.4905
-0.0045,-0.01,-0.025,0.4088,-0.573
0.0003,0.025,-0.042,1.295,1.0695
0.0009,0.024,0.037,0.1442,1.869
0.0009,0.044,0.055,-0.0098,2.055
0.0024,0.025,0.118,0.784,1.0245
-0.0057,0.008,0.141,0.5866,0.0975
-0.0051,-0.023,0.206,0.5656,0.507
-0.0021,-0.018,0.141,0.2716,-0.102
-0.0024,0.034,-0.056,0.0364,0.675
-0.0048,0.022,-0.019,-0.0854,-1.995
0.0003,0.003,-0.04,-0.3024,-4.191
0.0006,-0.025,-0.132,0.441,-3.918
-0.0018,-0.027,-0.202,0.168,-1.896
-0.0102,-0.009,-0.273,-0.0462,-0.0135
-0.0069,0.02,-0.307,0.5208,1.485
-0.0021,0.033,-0.239,0.1722,4.632
-0.003,0.043,-0.14,-0.7,2.793
-0.0033,0.035,0.034,-0.1176,2.223
-0.0075,0.027,0.142,-0.1498,2.439
-0.0048,0.02,0.231,0.3066,0.1425
-0.0066,0.022,0.263,0.6692,-0.6135
-0.0018,0.009,0.243,0.8232,-0.786
-0.0057,0.004,0.22,0.5726,-0.627
-0.0063,0.012,0.192,-0.0378,-0.411
0.0009,0.016,0.104,-0.469,-1.1985
0.0027,0.002,0.001,-0.2604,-2.175
0.0021,0.003,-0.024,0.3864,-1.125
0.0021,-0.007,-0.081,0.0854,1.428
-0.0033,0.015,-0.046,-0.2282,1.4055
-0.0021,-0.025,-0.115,0.035,-1.0515
-0.0087,-0.037,-0.044,-0.1974,-0.678
-0.0081,-0.045,0.119,-0.4844,-0.4365
-0.0033,-0.007,0.146,-0.2828,-0.12
0.0033,0.023,0.135,-0.5446,0.771
0.0042,0.042,0.137,-0.3262,-0.099
0,0.02,0.06,-0.9856,0.8055
0.0015,0.03,0.004,-0.7784,1.599
0.0024,0.016,0.019,-0.3864,0.924
0.0027,0.01,-0.045,0.4214,-0.249
-0.0093,0.008,-0.009,0.7798,-0.5805
-0.0099,-0.008,-0.073,0.4046,-1.1955
-0.0102,-0.005,-0.06,0.1988,-1.503
-0.0129,0,-0.036,-0.021,-0.4275
-0.0009,-0.018,-0.026,0.4466,0.066
-0.0012,0.019,0.053,0.9058,-0.594
0.0015,-0.006,0.088,0.7,-0.4125
0.0009,-0.002,0.045,0.084,-0.0945
-0.0006,0.029,0.004,-1.2978,0.3585
0.0006,0.004,0.066,-0.5656,-0.654
0,0.015,0.116,-0.2884,0.558
-0.0093,0.033,0.112,-0.007,2.688
-0.0024,0.038,0.029,0.6426,2.1585
-0.0039,0.009,-0.034,0.1036,0.6045
-0.0009,0.04,-0.088,-0.4914,-0.483
-0.0042,0.021,-0.101,0.3598,-1.3875
-0.0054,0.022,0.045,1.0836,-0.342
-0.0009,0.001,0.001,0.0392,0.7755
-0.0009,-0.018,0.047,-0.749,0.675
-0.009,0.033,0.09,-0.2674,-0.2235
-0.0033,0.035,0.001,-0.1036,-0.138
-0.0003,0.013,-0.102,0.0364,-0.27
0.0003,0.001,0.007,0.0378,-0.366
-0.0042,-0.012,0.12,0.329,-1.017
0.003,-0.044,0.119,0.602,-0.1125
0.0006,-0.012,0.071,0.8092,1.035
0.0003,-0.009,-0.009,0.6006,0.177
-0.0054,0.041,-0.073,-0.5978,-0.3
-0.0114,0.026,-0.123,-0.7504,0.4035
-0.009,0.043,-0.059,-0.7826,0.468
-0.0066,0.006,-0.006,-0.7084,-0.0045
0.0009,0.017,0.075,-0.2324,-0.48
-0.0021,0.014,0.063,0.1204,-0.732
-0.0018,0.015,0.195,0.1554,0.198
-0.0024,0.015,0.132,0.3696,1.698
-0.0018,0.009,0.118,0.2534,1.164
0.0009,0.02,0.16,-0.0126,-0.564
-0.0015,0.02,0.007,0.1316,-2.5185
-0.0009,-0.008,-0.108,0.3486,-2.2875
0.0054,-0.005,-0.191,0.4284,-0.777
-0.0033,0.014,-0.25,0.5978,-1.665
-0.015,-0.007,-0.296,0.8582,0.6915
-0.0048,0.02,-0.3,-0.0924,2.4165
-0.0048,0.013,-0.226,-0.1246,1.404
-0.0051,-0.015,0.046,-0.1176,0.6795
-0.0027,-0.006,0.155,-0.7854,0.1215
-0.0024,-0.013,0.185,-1.0808,-0.528
0.0003,0.009,0.188,-0.3416,-0.4995
0.0015,0.008,0.052,0.0924,0.369
0.0075,0.01,-0.02,0.3948,0.1725
0.0033,0.019,-0.225,1.3874,-0.393
-0.0036,0.015,-0.304,1.0108,-0.981
-0.0051,0.02,0.013,0.6552,-0.663
-0.0009,0.025,0.135,0.1428,0.3585
-0.0099,0.003,0.138,-0.6314,3.4215
-0.0078,0.021,0.203,-0.3766,3.0405
-0.0012,-0.005,0.141,-0.4984,-0.8295
0.0015,-0.007,0.094,-0.154,-2.1585
0.0069,-0.017,0.197,-0.077,-0.996
-0.0045,0.018,0.197,0.119,1.0455
-0.006,0.01,0.142,0.182,0.423
0.0048,0.013,0.065,-0.742,-0.9945
-0.0012,0.006,-0.023,-1.442,-1.8855
0.0024,-0.01,-0.128,0.0854,-0.342
0.0021,-0.031,-0.174,-0.0952,0.375
-0.0033,-0.013,-0.16,0.364,-0.0405
-0.0042,0.011,-0.131,1.1368,-0.8505
-0.0096,0.049,-0.197,0.2646,0.729
-0.0081,0.027,-0.324,-1.057,0.0405
-0.0078,0.012,-0.234,-0.0392,-0.486
-0.0027,0.003,-0.234,-0.3444,0.462
-0.0009,0.017,-0.129,0.2128,1.122
0.0012,0.012,0.067,1.2908,-0.0255
0.0009,0.036,0.102,1.3342,1.359
0.0015,0.033,0.078,0.0294,1.593
-0.0027,0.009,0.138,-0.539,1.545
0.006,0.027,0.238,-0.5908,-0.249
-0.0063,0.023,0.182,-0.553,-0.9495
-0.0141,0.023,0.205,0.0056,-0.102
-0.0156,0.028,0.153,0.0854,1.0785
-0.0084,0.011,0.057,-0.756,-1.578
-0.0033,-0.002,-0.011,-0.5432,-1.7085
-0.0033,-0.016,0.062,-0.3514,-1.977
0.0024,-0.017,0.114,-0.0938,-2.0295
-0.0018,0.007,0.066,0.4438,-1.545
0.0018,0.004,-0.021,0.4788,-0.948
0.0015,0.029,-0.021,0.3304,0.201
-0.0114,0.023,0.076,0.5236,1.161
-0.0102,0.023,-0.03,0.8218,2.5755
-0.0093,0.027,-0.094,-0.1554,2.7855
-0.0018,0.017,-0.043,-0.6678,2.2815
0.0024,0.001,0.08,-0.224,0.5385
0.0069,0.007,0.081,-0.343,-0.1875
0.0003,0.009,0.104,-0.1778,-0.882
-0.0033,0.022,0.104,0.0294,-0.999
0.0009,-0.006,-0.125,0.1022,-0.3225
0.0045,0.006,-0.187,0.3024,-0.1695
0.0042,-0.025,-0.096,-0.2828,0.108
