DIA 0,DIA 5,DIA 15,DIA 20,DIA 30
-0.0069,-0.019,0.063,0.0266,-0.033
-0.0219,-0.011,0.02,0.1512,0.219
0.0003,-0.002,-0.001,-0.042,0
0.0231,0.005,-0.111,-0.2884,-0.696
0.006,-0.013,-0.121,-0.3192,-0.3165
-0.0117,0.013,-0.017,0.1204,0.6135
-0.0078,0.029,0.033,0.2884,0.072
-0.0093,0.012,0.148,0.1904,-0.396
0.0411,0.031,0.043,0.196,-0.99
0.024,0.015,0.058,0.1652,-1.3785
-0.0048,0.052,-0.014,0.0714,-0.5745
-0.0075,0.024,-0.176,0.5446,2.571
-0.0063,-0.015,-0.13,0.8414,1.359
-0.0189,-0.059,0.074,-0.4662,1.71
-0.0051,-0.067,0.085,-0.4186,1.7655
0.0099,-0.033,0.039,0.1106,0.798
0.0144,0.041,-0.097,-0.014,-0.534
0.0363,0.065,-0.163,-0.0392,-1.305
0.0081,0.092,-0.23,0.0532,-0.495
-0.0201,0.058,-0.21,0.14,0.543
-0.0327,0.019,-0.06,-0.2982,0.486
-0.0369,-0.024,0.057,-0.0812,-0.0105
-0.006,-0.013,-0.016,-0.0392,0.804
0.0294,-0.075,-0.072,0.3766,0.534
0.0324,-0.021,0.009,0.3038,0.735
0.0108,0.012,0.146,-0.0476,-0.1545
-0.0237,0.037,0.241,-0.0084,-3.15
-0.0414,0.058,0.177,-0.1036,-1.8315
-0.0201,-0.004,0.112,-0.2702,-0.5445
-0.0009,0.015,0.157,-0.3234,-0.3105
-0.003,0.041,0.149,-0.3038,0.3795
0.0243,0.01,0.097,-0.4592,0.075
0.0594,-0.022,-0.019,-0.5558,0.084
0.0651,0,0.017,0.651,0.198
0.0021,0.065,0.148,1.5834,0.441
-0.0687,0.036,0.144,-0.3486,1.209
-0.0606,-0.05,0.29,-1.1438,-0.081
-0.0576,-0.055,0.276,0.3332,-0.3465
-0.039,-0.077,0.208,0.9912,-0.252
-0.0132,-0.093,0.082,1.0248,-0.5235
0.0009,-0.039,-0.048,0.7434,-0.165
0.0066,0.026,-0.121,0.189,0.834
-0.0075,0.057,-0.265,-1.022,0.96
-0.0291,0.042,-0.225,-1.246,-0.249
-0.0114,0.048,-0.185,-0.4186,-0.4305
0.0222,0.052,-0.172,0.0098,0.0615
0.0591,0.036,-0.126,0.0238,0.4515
0.0435,-0.019,0.018,0.217,-0.054
0.0138,-0.047,0.014,0.1204,0.096
-0.0348,0.002,-0.016,0.1652,0.3555
-0.0309,0.084,-0.047,-0.1288,1.152
0.0117,0.049,-0.037,-0.4578,0.06
0.0705,0.073,0.042,-0.3332,-1.2435
0.0708,0.115,0.131,-0.175,-0.204
0.0081,0.071,0.215,-0.042,0.675
-0.0525,0.011,0.192,0.1064,-0.717
-0.0918,0.009,0.279,0.2884,-1.7745
-0.0648,0.028,0.349,0.665,-0.936
-0.0003,-0.039,0.341,0.7056,0.21
0.024,-0.075,0.267,0.3976,-0.2205
0.0159,-0.072,0.046,0.1918,-0.177
0.0003,-0.021,-0.091,-0.1134,0.291
-0.0222,0.012,-0.369,0.1442,0.6855
0.0072,0.06,-0.412,0.0154,2.331
0.0162,0.041,-0.383,-0.5026,0.4665
0.0333,-0.022,-0.259,-0.6328,-1.3485
0.0141,-0.017,-0.26,-0.5656,-1.4115
0,0.049,-0.247,-0.5572,-0.6015
-0.0012,0.022,-0.177,-0.2758,0.837
-0.0006,0.013,-0.196,-0.2576,2.196
-0.0078,-0.049,-0.07,-0.0364,1.071
0.0039,-0.06,0.005,0.259,0.3615
0.0144,-0.02,-0.021,0.2142,1.0935
-0.0057,0.014,0.008,0.126,0.666
0.0114,0.101,0.078,0.56,-0.243
0.0234,0.08,0.133,0.6132,-0.3945
0.0033,0.092,0.101,0.805,-0.078
-0.0249,0.109,0.062,0.658,-0.1965
-0.0297,0.011,0.013,-0.0686,-1.0275
-0.0225,0.007,0.089,0.0182,-1.6605
-0.0345,0.004,0.053,-0.105,-0.9825
-0.0243,0.04,0.056,-0.2366,-0.333
-0.0072,0.043,0.076,-0.1162,0.426
0.0042,0.003,0.069,0.0798,0.9975
0.006,-0.096,0.085,0.0882,0.5055
0.0195,-0.081,0.144,-0.084,-1.0035
-0.0015,-0.007,0.256,0.056,-1.4445
-0.0297,0.01,0.301,0.0784,-0.7455
-0.0189,-0.012,0.341,-0.0014,0.3375
0.0081,-0.018,0.282,-0.1414,1.5525
0.0279,0.013,0.228,-0.0504,1.2135
0.036,-0.012,0.054,-0.3514,0.291
0.0102,-0.022,-0.201,-0.2604,-0.198
-0.0417,-0.016,-0.391,0.0294,-1.068
-0.0336,0.062,-0.519,-0.0322,0.3015
-0.0126,0.037,-0.367,0.0518,1.3665
0.0141,0.014,-0.205,0.3388,-0.2685
0.0216,0.001,-0.128,-0.1918,-0.381
0.0366,-0.002,-0.044,-0.4074,-1.2525
0.0381,0.032,0.083,-0.2408,-1.143
0.0303,-0.006,0.092,0.245,-0.1635
-0.0069,0,0.129,0.2394,0.5325
-0.0318,0.034,0.247,0.2086,1.434
-0.0528,0.018,0.401,0.3262,1.2555
-0.0474,0.027,0.386,0.2702,0.8805
-0.0129,0.044,0.217,-0.4466,-0.1635
0.006,0.086,0.067,-1.0248,-0.8445
-0.0201,0.064,-0.001,-0.9716,-0.7515
-0.0261,0.025,-0.091,-0.532,-0.882
-0.0009,0.041,-0.17,-0.0406,-0.4665
0.0348,0.045,-0.32,0.2408,-0.3045
0.0444,-0.004,-0.404,0.1904,-1.119
0.0243,-0.046,-0.449,0.168,1.7265
0.0093,-0.061,-0.365,0.3304,1.4115
-0.0006,-0.025,-0.192,0.392,1.8675
-0.0273,-0.02,0.183,0.3794,1.977
-0.0147,-0.057,0.399,0.483,-0.912
-0.0168,-0.024,0.442,0.4998,-0.879
-0.0207,0.017,0.438,0.5684,0.399
-0.0354,0.077,0.371,0.7588,-1.038
-0.0324,0.141,0.227,0.5404,-1.17
0.0036,0.043,0.276,0.1498,-0.4905
0.0279,0.012,0.065,-0.042,-0.8955
0.0069,-0.04,-0.184,0.1316,-0.927
-0.0177,-0.04,-0.336,-0.0336,-0.1395
-0.0285,-0.018,-0.211,-0.4074,0.09
-0.0033,-0.065,-0.105,-0.742,-0.519
0.033,-0.071,-0.038,-0.6454,0.4635
0.0267,-0.027,-0.111,-0.2772,0.8115
0.0084,0.065,-0.137,-0.1078,1.7445
0.0318,0.076,-0.296,0.0518,2.2455
0.0288,0.034,-0.25,0.3486,-0.3615
0.0075,0.004,-0.192,0.4522,-1.4235
-0.0324,-0.015,-0.004,0.245,-1.536
-0.0411,-0.022,0.103,-0.0266,-0.402
-0.0612,-0.016,0.146,-0.441,1.9245
-0.0447,-0.021,0.169,-0.6342,0.8175
-0.0033,0.036,0.188,-0.1218,-0.3345
0.0174,0.052,0.168,0.6202,-0.702
0.0528,0.044,0.111,0.2786,-1.5705
0.0633,0.018,0.082,0.0364,-0.225
0.0249,0.004,0.008,0.0084,0.9285
-0.0162,0.047,-0.048,0.7,0.2715
-0.0534,0.041,-0.073,1.2642,-0.612
-0.0432,0.031,-0.036,1.456,0.15
-0.0201,-0.021,0.022,0.6118,0.1425
-0.0021,-0.027,0.056,-0.2254,0.6
0.0126,0.014,-0.047,-1.155,0.594
0.0252,0.023,-0.062,-1.9964,0.2415
0.0222,-0.049,0.047,-1.3062,-0.303
0.0162,-0.034,-0.015,-0.3892,-0.783
0.0153,-0.033,-0.055,-0.6664,-0.3915
0.0048,-0.021,-0.011,-1.9152,0.615
-0.018,0.023,0.026,-0.5544,0.7335
-0.0381,0.11,0.125,0.0672,-0.1335
-0.0321,0.071,0.164,0.553,-0.1605
0.0102,0.009,0.085,1.0724,-0.15
0,0.029,0.111,1.2124,0.42
0.0018,0.005,0.176,0.8414,0.879
0.0201,-0.008,0.243,0.602,0.171
-0.0045,0.007,0.279,0.3962,-0.5805
-0.0213,0.013,0.352,0.084,0.093
0.0123,-0.007,0.323,0.0084,-0.531
0.0294,-0.003,0.151,-0.0476,-0.588
-0.0045,-0.003,-0.064,0.0042,-0.795
-0.0189,0.063,-0.267,-0.1512,-0.4815
-0.024,0.061,-0.326,-0.1064,0.15
-0.0372,-0.007,-0.267,-0.469,-0.6165
-0.0084,0.016,-0.26,-0.6202,-1.2405
0.0198,0.014,-0.244,-0.6818,-1.899
0.0324,0.014,-0.172,-0.091,0.0765
0.0396,0.004,-0.156,-0.0686,1.1835
0.0171,-0.005,-0.045,0.252,1.6155
-0.0042,-0.024,-0.011,0.4158,1.62
-0.0033,0.04,0.041,0.581,0.696
-0.0249,0.023,0.102,0.0504,1.821
-0.0381,0.005,-0.002,-0.8988,-0.7395
-0.0039,0.064,0.052,-0.1148,-1.3995
-0.0228,0.071,-0.01,0.1582,-0.2535
-0.0243,-0.011,-0.12,0.3794,0.078
0.0054,-0.066,-0.198,0.3136,0.597
0.0333,-0.052,-0.141,0.378,1.47
-0.0027,-0.029,-0.022,0.5418,1.161
-0.0171,-0.028,0.079,0.602,1.1685
-0.0108,0.008,0.249,0.4746,-0.4005
-0.0171,-0.004,0.303,0.1134,-0.492
-0.0369,0.017,0.29,0.1974,0.2145
-0.0468,0.019,0.186,-0.1176,0.588
-0.0108,0,0.104,-0.2702,-0.2355
0.0279,-0.014,-0.03,-0.35,-1.3245
0.0276,0.013,-0.046,-0.2156,-0.8625
0.0045,0.018,-0.158,-0.322,-1.0215
-0.0078,0.035,-0.242,-0.497,-1.083
-0.0012,0.051,-0.184,-0.3654,-0.6945
-0.0063,0.065,-0.26,-0.4648,0.2385
0.0348,0.135,-0.172,-0.3864,-0.618
0.0204,0.066,-0.024,-0.0168,1.182
-0.027,-0.03,0.042,0.2786,0.945
-0.0246,-0.124,0.083,0.3752,0.6075
0.0225,-0.103,0.314,0.5082,0.2595
0.0327,-0.069,0.383,0.3304,-0.366
0.0294,-0.016,0.402,0.091,0.117
-0.0051,0.048,0.276,-0.1596,0.5055
-0.0465,0.085,0.204,-0.1344,0.6345
-0.0504,0.031,0.203,0.112,0.8055
-0.03,-0.046,0.13,0.245,-1.677
-0.0174,0.02,-0.01,0.2884,-2.4255
-0.0051,-0.029,-0.17,0.4662,-2.0535
0.0078,0.009,-0.218,0.777,-1.2495
0.0114,0.027,-0.257,0.742,0.3135
0.0039,0.07,-0.2,0.6664,1.707
-0.0021,0.085,-0.132,0.798,2.397
0.0156,0.01,-0.161,0.8092,1.3365
-0.0087,0.029,-0.193,0.6006,-0.027
-0.0234,0.037,-0.094,0.126,-1.125
0.0042,0.011,0.003,-0.7308,-1.266
-0.0003,0.047,0.013,-1.1564,0.258
-0.0237,0.048,-0.045,-1.0696,0.552
-0.0261,-0.03,-0.133,-1.232,0.783
0.0096,-0.033,-0.095,-1.0878,0.9495
0.0294,0.001,0,-0.8918,1.0725
0.0345,0,0.109,-1.0612,0.1035
0.0429,0.019,0.152,-1.0024,-0.1455
0.0207,-0.033,0.157,-0.5222,0.3645
-0.0528,-0.05,0.103,-0.259,0.402
-0.0474,-0.023,0.086,-0.2184,-0.435
-0.0108,-0.018,0.131,-0.644,1.659
0.0189,0.001,0.067,-0.707,-0.933
0.0261,0.054,0.023,-0.3542,-1.1565
0.0132,0.135,0.019,-0.1386,-0.369
-0.0027,0.101,-0.015,-0.0826,0.201
-0.0066,0.031,0.005,0.0966,-0.1395
-0.0192,-0.026,-0.025,0.3584,0.894
-0.0048,-0.042,-0.003,1.7024,1.8555
-0.0069,-0.03,0.005,2.2708,2.4585
0.0015,0.008,0.007,1.0696,1.6725
0.0102,0.033,-0.118,-0.917,1.0725
-0.018,0.08,-0.187,-0.7728,-0.969
-0.0324,0.024,-0.173,-0.504,-0.579
-0.0192,0.065,-0.157,-0.5572,-0.1935
-0.0123,0.031,-0.031,-0.8988,0.636
-0.0228,-0.091,-0.009,-0.7756,0.483
-0.0057,-0.066,0.04,-0.434,0.6855
0.0021,0.05,0.223,-0.2422,-0.918
-0.0024,0.039,0.298,-0.2646,-1.7565
-0.0075,0.037,0.283,-0.1848,-1.146
-0.0102,0.036,0.303,0.1694,0.2595
-0.0036,0.034,0.243,-0.0014,0.4125
-0.0192,0.068,-0.016,0.2352,0.594
-0.0249,0.03,-0.158,-0.0168,0.4815
0.0186,-0.077,-0.192,-0.4942,-0.5265
0.0177,-0.089,-0.14,-0.5012,0.396
0.0198,-0.023,0.017,-0.5138,0.39
-0.0006,0.022,-0.003,-0.5544,0.123
-0.0051,0.049,0.025,-0.2212,0.3405
0.0051,0.009,0.072,0.5138,-1.1385
0.0315,-0.043,0.073,0.6202,-2.406
0.0294,0.001,0.067,0.3584,-1.4355
-0.0045,0.099,0.143,-0.0588,-1.0155
-0.0234,0.134,0.167,0.1092,-0.27
-0.0372,0.13,0.125,0.6776,0.663
-0.0309,0.064,0.102,0.7406,0.042
-0.0111,0.009,0.1,0.8498,0.5445
0.0117,-0.108,0.042,0.4102,0.81
0.0051,-0.141,-0.152,0.1764,1.437
0.0159,-0.111,-0.236,0.1246,2.334
0.0108,-0.059,-0.214,-0.1428,0.429
-0.0114,-0.002,-0.112,-0.4508,-0.72
-0.0183,0.036,-0.131,-0.3066,-0.5985
-0.0348,0.041,-0.145,-0.3108,-1.035
-0.0537,0.062,-0.174,-0.5642,-0.66
-0.0435,0.058,-0.172,-0.4452,-0.339
0.0096,0.029,-0.136,0.3066,1.0155
0.012,0.03,-0.043,0.105,1.1385
0.024,0.033,-0.01,0.007,0.291
0.0135,-0.015,0.025,0.294,-0.252
-0.0069,-0.042,0.046,0.3906,-0.261
-0.0018,0.018,0.025,0.0448,-0.8565
0.0207,0.044,-0.031,0.1554,0.0375
0.0246,0.01,0.091,-0.2436,1.4895
0.0111,0.036,0.184,0.504,0.132
0.0033,0.075,0.197,0.9646,0.0255
0.0081,0.033,0.276,0.0224,-1.143
0.0039,0.038,0.257,-0.6552,0.0855
-0.0072,0.053,0.142,-0.5838,0.207
-0.0228,0.058,0.107,-0.91,0.5655
-0.0339,0.083,0.015,-0.4984,0.1785
-0.0186,0.091,-0.098,0.0896,-0.546
0.0057,0.055,-0.138,0.231,-0.63
-0.0057,-0.004,-0.29,0.4172,-1.041
0.0063,0.021,-0.304,0.6356,-1.326
0.03,-0.027,-0.191,0.4746,-1.0515
0.0066,-0.054,-0.073,0.1918,1.77
-0.0225,-0.055,-0.02,-0.5572,2.775
-0.0297,-0.038,0.098,-0.8806,0.0945
-0.0195,-0.03,0.246,-0.518,-0.414
-0.0201,-0.016,0.287,-0.266,-0.258
-0.021,0.022,0.244,0.2842,0.06
-0.0081,-0.071,0.264,0.7126,0.465
0.0333,-0.015,0.24,0.861,0.168
0.0687,0.012,0.219,0.693,-0.4545
0.0456,0.028,0.08,0.7364,-0.501
0.0024,0.045,0.033,0.2786,0.4155
-0.0456,0.043,-0.096,-0.2576,-0.771
-0.0771,0.063,-0.238,-0.4074,-1.3485
-0.0231,0.046,-0.234,-0.0854,-2.0205
-0.0009,0.04,-0.143,-0.2212,-0.5805
-0.0153,-0.003,-0.046,-0.784,1.7085
0.0111,-0.061,-0.057,-0.4844,1.3755
0.0114,-0.031,-0.123,-0.322,1.509
0.0261,0.009,-0.09,-0.609,1.485
0.0141,0.004,-0.075,-0.9786,0.7185
-0.0213,0.045,-0.225,-0.3472,1.122
-0.0204,0.018,-0.264,0.1176,1.89
-0.0414,0.083,-0.07,0.756,-0.276
-0.0243,0.089,0.108,1.3888,-1.6425
0.018,0.037,0.103,1.6044,-1.3545
0.0075,0.021,0.106,0.3906,-1.014
-0.0138,0.031,0.063,-0.0966,-0.237
0.0156,0.025,0.046,0.3262,-0.51
0.0186,0.002,0.177,-0.1512,-1.5675
0.0117,0,0.146,0.3458,-1.1835
0.0234,-0.079,0.043,0.0154,0.6765
-0.006,-0.054,0.066,0.0896,1.7295
-0.015,0.03,0.128,0.0182,1.902
0.0066,0.038,0.17,-0.0504,0.558
0.0174,0.022,0.144,-0.2156,-0.3585
0.0081,0.007,0.127,-0.4284,-0.951
-0.0174,-0.031,0.137,-0.623,-1.4325
-0.0345,-0.028,0.043,-0.0028,-1.047
-0.0222,0.02,-0.038,-0.007,1.7025
0.0072,0.018,-0.139,-0.1512,1.248
0.0081,0.011,-0.03,-1.2166,0.129
0.0012,0.017,0.084,-1.0024,1.017
-0.0096,0.05,-0.011,0.2996,-0.252
-0.021,0.101,-0.036,0.5502,-0.138
-0.0033,0.118,0.026,-0.2604,-0.525
0.0087,0.031,0.039,-0.931,0.5445
0.0342,-0.023,-0.07,-0.5726,0.888
0.0258,-0.006,-0.101,-0.1274,0.3
0.0183,0.046,-0.108,0.3416,-0.8475
-0.0126,0.035,-0.054,0.5992,-3.072
-0.0291,-0.053,-0.04,1.1732,-3.4545
-0.03,-0.018,-0.141,0.539,-1.509
-0.0405,0.07,-0.164,-0.3962,1.0065
-0.0291,0.088,-0.204,-0.2926,0.9705
-0.018,0.103,-0.171,-0.0518,0.7725
-0.0039,0.062,0.034,-0.0588,-0.036
0.0321,0.004,0.064,0.1176,0.504
0.0222,-0.003,0.11,0.2422,0.042
0.0048,-0.107,0.184,0.147,0.234
0.0066,-0.117,0.163,0.231,1.0515
0.0189,-0.094,0.197,0.2702,-0.8445
0.0087,-0.068,0.191,0.4144,0.483
-0.0015,-0.027,0.19,0.0056,1.761
-0.0075,0.058,0.182,-0.1764,1.6395
-0.03,0.065,0.165,0.5306,-0.2295
-0.0303,0.049,-0.015,1.2922,0.3045
-0.0267,0.052,-0.1,0.6902,0.1665
-0.0396,0.007,-0.204,0.1484,-0.198
0.0048,-0.02,-0.175,0.0896,0.144
0.0072,0.026,-0.069,-0.0154,-1.0515
-0.012,0.057,0.035,-0.6692,-0.1185
0.0054,0.059,0.133,-1.8438,1.2375
0.0252,0.084,0.126,-1.6618,0.9225
0.0132,-0.02,0.124,-1.0248,0.108
-0.0135,-0.075,0.127,-0.4172,-0.282
-0.0087,-0.033,0.091,0.4228,-1.08
-0.0084,-0.019,0.055,0.2394,-1.596
0.0009,0.017,-0.141,0.5642,-1.461
-0.0012,0.018,-0.27,0.5922,-0.507
0.021,0.028,-0.264,0.3472,2.742
0.0369,-0.021,-0.325,-0.0238,2.4795
0.0243,0.015,-0.333,-0.1078,-0.0195
0.0021,0.021,-0.143,0.0868,-0.5745
-0.0066,0.008,-0.044,0.1708,-0.003
-0.0195,0.051,0.077,0.329,-0.7785
-0.0093,0.049,0.19,0.6594,-0.7515
-0.0066,0.079,0.177,1.0318,-0.4965
-0.0213,0.054,0.092,1.0696,-0.897
-0.0204,0.038,0.066,0.7238,-0.483
0.0006,-0.003,0.007,0.4116,0.7605
-0.0213,-0.014,-0.04,0.6342,0.828
-0.0108,0.018,-0.096,0.168,-0.465
0.0033,0.027,-0.014,-1.1046,-0.69
0.0075,0.025,0.069,-1.3202,-0.42
-0.009,0.046,0.098,-0.616,-0.6525
0.0195,0.028,0.143,-0.4564,-0.342
0.0222,0.015,0.147,-0.6734,1.1355
0.0294,0.036,0.157,-0.8148,0.2055
-0.015,0.023,0.122,-0.4354,-0.822
-0.0579,-0.027,0.056,-0.2086,-1.902
-0.0591,0.01,0.075,-0.0448,-0.8805
-0.0486,0.01,0.102,0.1624,0.423
-0.0165,0.01,0.025,0.2324,1.119
-0.006,-0.013,0.033,0.1596,2.064
0.003,-0.002,0.033,0.217,1.5075
0.012,-0.005,0.066,0.4018,0.066
0.0132,-0.031,0.069,0.7392,-0.555
0.0213,0.027,0.091,0.3976,-0.5205
0.0186,-0.031,0.141,-0.0868,-0.5655
0.018,-0.087,0.144,-0.1876,-0.186
0.0354,-0.039,0.179,0.3542,1.779
0.0204,0.067,0.242,0.3388,1.4385
-0.0354,0.07,0.304,-0.056,0.4455
-0.0309,0.016,0.174,-1.0724,0.7335
-0.0171,0.032,-0.111,-0.6146,-0.6165
-0.0273,0.083,-0.192,-0.4774,-1.269
-0.0105,0.046,-0.22,-0.1918,0.8535
0.0075,0.02,-0.283,-0.1316,-0.096
-0.0075,0.013,-0.246,-0.1316,-1.617
0.0063,0.01,-0.187,-0.1582,-0.708
0.0108,0.004,-0.355,-0.056,0.894
0.0012,-0.018,-0.475,0.0728,0.213
-0.0033,-0.018,-0.436,0.4914,-0.8175
0.0291,0.04,-0.529,0.609,-0.336
0.0231,0.082,-0.249,0.889,-0.177
0.0063,0.051,0.003,1.1018,0.2595
0.0084,-0.032,0.252,0.2548,0.1515
0.0054,-0.063,0.613,0.1134,0.3045
-0.0033,-0.012,0.608,0.5782,0.783
-0.0075,0.03,0.494,-0.9814,-0.111
-0.0369,0.071,0.333,-0.5362,-0.018
-0.0411,0.067,0.214,-0.9212,-1.2045
-0.0369,0.069,-0.002,-0.4942,-1.3875
-0.027,0.005,-0.158,-0.3528,-0.984
-0.0057,-0.059,-0.419,-0.1092,1.518
0.0072,-0.054,-0.451,0.0196,1.428
0.0264,-0.027,-0.365,0.0518,0.1425
0.0087,0,-0.247,0.0028,0.045
-0.0273,0.023,0,0.07,0.1125
-0.0195,0.047,0.204,0.3696,0.024
-0.0057,0.006,0.35,0.8624,-0.9105
0.0066,-0.021,0.297,1.0948,-1.0185
0.0021,0.028,0.172,0.9506,0.6435
-0.0102,0.002,0.058,0.7658,-0.4935
0.0036,-0.07,-0.029,0.0672,0.351
0.0096,-0.027,-0.002,0.1358,0.4065
0.006,0.042,-0.142,0.434,0.477
0.0048,0.042,-0.113,0.4018,0.051
0.027,0.006,-0.11,0.07,0.3045
0.0171,-0.013,-0.161,-0.5852,0.3105
0.0015,0.009,-0.091,-0.6146,0.8505
0.0123,0.039,0.037,-1.239,0.9255
0.0306,0.099,0.101,-1.0444,1.1595
0.0054,0.092,0.119,-1.2068,-0.555
-0.018,0.031,0.08,-1.1998,-0.7425
0.0006,-0.005,0.184,-0.3066,0.015
-0.0162,0.045,0.298,-0.0042,-0.345
-0.0315,0.02,0.278,0.1386,-0.9945
-0.0231,0.007,0.237,0.2394,-1.764
0.0039,0.028,0.212,0.6622,-1.5255
-0.0081,-0.009,0.094,0.413,1.392
-0.0351,0.001,0.069,0.4788,2.25
-0.057,-0.016,0.08,-0.9688,2.838
-0.0324,-0.027,0.071,0.1666,0.4965
-0.0003,-0.071,0.107,0.742,0.039
0.0081,-0.036,0.015,0.665,0.207
0.0012,-0.019,0.011,0.6202,-0.9765
-0.0141,-0.001,-0.069,0.756,-0.7575
-0.009,0.039,-0.085,0.6776,0.7365
0.0189,0.004,-0.152,-0.0462,-0.3945
0.0159,-0.009,-0.043,-0.1148,-0.336
0.0015,0.018,-0.051,-0.0672,-0.372
0.0135,0.03,-0.1,0.0112,-0.831
0.0237,0.025,-0.105,-0.0196,-0.033
0.012,0.03,-0.039,-0.4144,-0.4215
0.0021,0.047,-0.137,-0.5866,-0.9975
-0.0093,0.047,-0.136,-0.1288,-1.9815
-0.0003,-0.022,-0.208,-0.2912,-1.824
-0.0039,-0.046,-0.175,-0.056,-0.3495
-0.0099,0.013,-0.034,-0.1596,-0.219
-0.0051,0.062,0.087,-0.133,0.5505
0.0069,0.092,0.143,-0.1106,1.005
0.0078,0.058,0.298,-0.203,1.3635
0.0282,0.017,0.294,-0.2744,0.453
0.0228,0.004,0.237,-0.2422,-2.154
-0.0066,-0.002,0.123,-0.0714,-1.4445
-0.0048,0.024,0.123,-0.2954,2.0325
-0.0051,0.027,0.044,-0.5278,2.598
-0.0192,0.009,0.022,-0.2436,0.6885
-0.0495,0.02,-0.002,0.028,2.0745
-0.0375,0.013,-0.055,0.2044,1.7535
-0.0063,-0.006,-0.139,0.371,-0.909
0.0051,-0.011,-0.068,0.7854,-1.1385
0.0201,-0.054,-0.115,1.1662,-0.2985
0.0219,-0.057,-0.227,0.5726,-0.4755
0.0267,-0.022,-0.17,0.0546,-0.9975
0.0243,0.047,-0.189,-0.2016,-1.056
-0.0039,0.027,-0.246,-0.2282,-0.4335
-0.0093,0.077,-0.175,0.3374,0.903
-0.0036,0.078,-0.102,0.1904,1.8345
-0.0288,0.089,-0.009,0.4116,0.558
-0.0393,0.042,0.119,0.8638,-0.228
-0.0315,0.052,0.336,0.8568,0.6465
-0.0282,-0.03,0.504,0.7546,0.6735
-0.0213,-0.055,0.431,0.5432,-0.288
-0.0009,-0.037,0.345,-0.4508,0.198
0.0141,-0.043,0.319,-1.3524,0.003
0.0258,-0.045,0.235,-1.666,0.0285
0.0147,0.016,0.08,-0.7756,-0.603
-0.0036,0.057,-0.07,-0.616,-1.9425
-0.0426,0.088,-0.47,-0.4382,-1.9845
-0.0195,0.081,-0.545,-0.7434,-1.422
-0.0039,0.038,-0.471,-0.154,0.3855
0.0168,-0.008,-0.244,0.1736,1.8495
0.0303,-0.076,-0.089,-0.0154,2.8515
0.0198,-0.04,0.115,-0.147,0.222
0.0066,-0.042,0.125,-0.2548,-1.4415
-0.0153,0.006,0.088,0.2744,-1.1355
-0.0357,0.011,0.052,0.8876,-0.81
-0.0255,0.004,-0.043,1.1018,-1.068
-0.0012,0.032,-0.09,1.477,0.0285
0.0237,0.03,-0.15,1.4588,0.459
0.0339,0.002,-0.034,0.5726,1.263
0.0381,0.008,-0.112,-1.0248,1.2465
0.006,-0.026,-0.028,-1.1746,0.24
-0.0405,0.022,0.027,-0.875,1.125
-0.0087,0.11,0.128,-0.658,0.402
0.0033,0.029,0.112,-1.0402,0.93
-0.0156,-0.006,0.074,-0.8428,0.5835
-0.0246,-0.015,0.119,-0.1834,-0.207
-0.0234,-0.009,0.175,0.056,-0.777
-0.0078,0.004,0.158,0.5726,-0.8325
0.0075,0.009,0.164,0.84,-0.5265
0,0,0.08,0.8946,-0.786
-0.012,0.048,-0.03,1.3454,-0.0645
-0.03,0.083,-0.077,0.6258,0.048
-0.0135,0.057,-0.109,-0.371,-0.4035
0.0147,-0.038,-0.046,-0.2772,-0.432
0.0186,-0.022,0.016,-0.8078,-0.624
0.0024,-0.027,0.071,-0.616,-1.3575
-0.0231,-0.06,0.121,0.0714,0.009
-0.0189,-0.059,0.144,1.0234,0.783
0.0012,-0.05,0.134,0.9534,0.5325
0.0039,0,0.119,0.476,0.8775
-0.0021,0.109,0.07,-1.6814,1.5255
-0.0051,0.103,-0.063,-0.8946,3.0255
-0.0123,0.064,0.026,-0.238,-0.5805
0.0111,0.036,-0.039,0.3262,-2.0685
0.0333,0.025,0.017,0.63,-1.0335
0.0084,-0.004,-0.021,0.0434,-0.2625
0.0177,-0.05,0.035,-0.1358,-0.0945
0.0078,-0.065,0.026,-0.3094,-0.5685
0.0141,-0.029,0.062,-0.238,-0.6405
0.018,0.018,0.124,-0.1736,0.1095
-0.0093,0.072,0.195,0.0294,0.216
-0.0156,0.038,0.201,0.3052,0.42
-0.0246,0.004,0.146,0.175,0.2025
-0.0222,-0.021,0.073,-0.0434,-0.9585
0.0135,0.017,0.031,-0.0658,0.258
0.0213,0.004,0.021,-0.1834,0.261
0.0267,0.017,0.077,-0.3472,-1.767
0.0129,-0.034,0.088,-0.1022,-0.108
-0.0213,-0.056,-0.041,0.434,1.1625
-0.0564,-0.013,-0.023,1.036,1.818
-0.0264,0.051,0.033,1.386,2.757
0.0165,0.04,-0.083,1.659,0.8325
0.0237,0.105,-0.103,1.7472,-1.0485
-0.0114,0.065,-0.159,1.1928,-1.0125
-0.042,0.037,-0.268,-0.1484,0.162
-0.0342,0.043,-0.457,-2.0832,0.5715
-0.0132,-0.021,-0.506,-2.793,-0.75
0.015,-0.079,-0.269,-1.9082,-0.8715
-0.0012,0.031,-0.142,-1.4616,-0.4905
0.003,0.101,-0.012,-0.8064,-0.3855
0.0186,0.065,0.128,-0.3318,-0.384
-0.0042,0.022,0.21,0.084,0.5745
-0.03,-0.013,0.331,0.574,0.498
-0.0165,-0.042,0.376,1.162,1.4415
0.0087,-0.057,0.297,0.5012,0.3075
